t_ms (ms),ax (G),ay (G),az (G),gx (°/s),gy (°/s),gz (°/s),temp_c (°C),lap,gps_lat (°),gps_lon (°),gps_speed_kmh (km/h),gps_alt_m (m),gps_sats,gps_hdop,kf_x (m),kf_y (m),kf_vel (m/s),kf_heading (rad),raw_ax (G),raw_ay (G),raw_az (G),raw_gx (°/s),raw_gy (°/s),raw_gz (°/s),kf6_x (m),kf6_y (m),kf6_vel (m/s),kf6_heading (rad),kf6_bgz (rad/s)
6036,0.00008,0.00006,-0.00027,-0.04121,-0.05414,-0.01722,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00008,0.00001,0.00029,-0.00019,-0.00006,-0.00007,-0.00180,-0.01037,-0.08505,0.02357,0.00008,0.00001,0.00029,-0.00019,0.00000
6056,0.00021,-0.00008,-0.00038,-0.04299,-0.05116,-0.01669,45.7,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00009,0.00000,0.00077,-0.00019,0.00211,-0.00231,-0.00206,-0.07081,-0.00440,-0.00833,0.00009,0.00000,0.00077,-0.00019,0.00000
6076,0.00019,-0.00002,-0.00042,-0.04466,-0.04835,-0.01619,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00010,-0.00000,0.00071,-0.00019,0.00003,0.00096,-0.00109,-0.07081,-0.00440,-0.00833,0.00010,-0.00000,0.00071,-0.00019,0.00000
6096,0.00030,-0.00017,-0.00042,-0.04260,-0.04237,-0.01415,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00008,-0.00001,0.00115,-0.00019,0.00188,-0.00258,-0.00043,-0.01026,0.05131,0.01777,0.00008,-0.00001,0.00115,-0.00019,0.00000
6116,0.00026,0.00001,-0.00032,-0.04425,-0.03526,-0.01565,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00009,-0.00001,0.00090,-0.00020,-0.00028,0.00278,0.00124,-0.07022,0.07626,-0.03908,0.00009,-0.00001,0.00090,-0.00020,0.00000
6136,0.00033,-0.00008,-0.00014,-0.04215,-0.02856,-0.01698,45.7,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00011,-0.00002,0.00125,-0.00022,0.00148,-0.00149,0.00270,-0.00920,0.07626,-0.03792,0.00011,-0.00002,0.00125,-0.00022,0.00000
6156,0.00033,0.00004,0.00002,-0.04387,-0.02711,-0.01646,45.7,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00014,-0.00002,0.00122,-0.00022,0.00022,0.00199,0.00248,-0.07081,-0.00440,-0.00833,0.00014,-0.00002,0.00122,-0.00022,0.00000
6176,0.00032,-0.00005,0.00011,-0.04542,-0.02425,-0.01932,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00016,-0.00003,0.00129,-0.00024,0.00016,-0.00152,0.00157,-0.06975,0.02056,-0.06403,0.00016,-0.00003,0.00129,-0.00024,0.00000
6196,0.00042,-0.00002,0.00013,-0.03962,-0.02306,-0.01852,45.7,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00019,-0.00003,0.00168,-0.00024,0.00208,0.00054,0.00041,0.05124,-0.00440,-0.00601,0.00019,-0.00003,0.00168,-0.00024,0.00000
6216,0.00028,-0.00009,0.00002,-0.03777,-0.02863,-0.02083,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00013,-0.00002,0.00114,-0.00026,-0.00197,-0.00125,-0.00160,-0.00883,-0.11580,-0.05706,0.00013,-0.00002,0.00114,-0.00026,0.00000
6236,0.00032,-0.00005,-0.00003,-0.03600,-0.02902,-0.02485,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00016,-0.00003,0.00130,-0.00029,0.00103,0.00056,-0.00082,-0.00825,-0.03515,-0.08781,0.00016,-0.00003,0.00130,-0.00029,0.00000
6256,0.00027,-0.00021,-0.00002,-0.03800,-0.02939,-0.02870,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00018,-0.00004,0.00141,-0.00032,-0.00059,-0.00262,0.00001,-0.06927,-0.03515,-0.08897,0.00018,-0.00004,0.00141,-0.00032,0.00000
6276,0.00025,-0.00013,0.00005,-0.03994,-0.03123,-0.02897,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00012,-0.00003,0.00028,-0.00033,0.00002,0.00110,0.00123,-0.07033,-0.06010,-0.03328,0.00012,-0.00003,0.00029,0.00013,-0.00053
6296,0.00010,-0.00013,0.00015,-0.03807,-0.03630,-0.03066,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00011,-0.00003,0.00045,-0.00034,-0.00227,-0.00017,0.00162,-0.00883,-0.11580,-0.05706,0.00011,-0.00003,0.00045,0.00032,-0.00075
6316,0.00018,-0.00025,0.00021,-0.04004,-0.04257,-0.02897,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00012,-0.00003,0.00049,-0.00034,0.00144,-0.00208,0.00116,-0.07092,-0.14075,-0.00253,0.00012,-0.00003,0.00049,0.00012,-0.00052
6336,0.00014,-0.00020,0.00026,-0.04192,-0.04512,-0.02589,45.7,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00012,-0.00003,0.00015,-0.00032,-0.00046,0.00061,0.00118,-0.07139,-0.08505,0.02241,0.00012,-0.00003,0.00015,-0.00007,-0.00030
6356,0.00003,-0.00017,0.00030,-0.04369,-0.04751,-0.02299,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00011,-0.00003,0.00034,-0.00031,-0.00173,0.00024,0.00083,-0.07139,-0.08505,0.02241,0.00011,-0.00003,0.00034,-0.00018,-0.00016
6376,0.00013,0.00003,0.00028,-0.04535,-0.04977,-0.02027,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00011,-0.00002,0.00069,-0.00030,0.00163,0.00310,0.00002,-0.07139,-0.08505,0.02241,0.00011,-0.00002,0.00069,-0.00026,-0.00007
6396,0.00015,0.00005,0.00025,-0.04698,-0.05338,-0.01436,45.7,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00007,-0.00001,0.00011,-0.00026,0.00048,0.00046,-0.00027,-0.07245,-0.11000,0.07811,0.00007,-0.00001,0.00011,-0.00043,0.00013
6416,0.00001,0.00002,0.00015,-0.04847,-0.05194,-0.01066,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00007,-0.00001,0.00043,-0.00024,-0.00215,-0.00048,-0.00132,-0.07187,-0.02935,0.04736,0.00007,-0.00001,0.00043,-0.00051,0.00022
6436,0.00004,0.00002,0.00010,-0.04988,-0.05058,-0.00718,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00007,-0.00001,0.00011,-0.00022,0.00056,0.00007,-0.00072,-0.07187,-0.02935,0.04736,0.00007,-0.00001,0.00011,-0.00057,0.00028
6456,-0.00017,0.00013,0.00007,-0.05113,-0.04781,-0.00725,45.7,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00006,-0.00001,0.00077,-0.00021,-0.00347,0.00184,-0.00048,-0.07081,-0.00440,-0.00833,0.00006,-0.00001,0.00077,-0.00053,0.00024
6476,-0.00025,0.00018,0.00005,-0.05231,-0.04521,-0.00731,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00006,-0.00001,0.00036,-0.00021,-0.00154,0.00098,-0.00026,-0.07081,-0.00440,-0.00833,0.00006,-0.00001,0.00036,-0.00050,0.00021
6496,-0.00018,0.00014,0.00004,-0.04973,-0.04610,-0.00880,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00004,-0.00001,0.00017,-0.00022,0.00094,-0.00054,-0.00008,-0.00931,-0.06010,-0.03212,0.00004,-0.00001,0.00017,-0.00045,0.00014
6516,-0.00023,0.00022,0.00003,-0.04718,-0.04395,-0.01688,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00004,-0.00000,0.00035,-0.00026,-0.00097,0.00152,-0.00012,-0.00719,-0.01020,-0.14350,0.00004,-0.00000,0.00035,-0.00027,-0.00006
6536,-0.00017,0.00018,0.00003,-0.04854,-0.04826,-0.01936,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00004,-0.00000,0.00016,-0.00028,0.00063,-0.00052,0.00005,-0.06986,-0.11580,-0.05823,0.00004,-0.00000,0.00016,-0.00021,-0.00013
6556,-0.00036,0.00020,0.00001,-0.04612,-0.04747,-0.02347,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00003,-0.00000,0.00065,-0.00030,-0.00331,0.00048,-0.00030,-0.00825,-0.03515,-0.08781,0.00003,-0.00000,0.00065,-0.00014,-0.00022
6576,-0.00042,0.00019,-0.00006,-0.04385,-0.04673,-0.02733,45.6,0,45.4512612,8.6521328,0.02,143.89,36,0.40,0.00003,-0.00000,0.00026,-0.00032,-0.00131,0.00014,-0.00111,-0.00825,-0.03515,-0.08781,0.00003,-0.00000,0.00026,-0.00007,-0.00030
6596,-0.00029,0.00008,-0.00006,-0.04544,-0.04753,-0.02769,45.7,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00002,-0.00000,0.00046,-0.00033,0.00176,-0.00171,-0.00015,-0.07033,-0.06010,-0.03328,0.00002,-0.00000,0.00046,-0.00005,-0.00032
6616,-0.00028,0.00009,-0.00010,-0.04327,-0.04011,-0.02830,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00002,-0.00000,0.00006,-0.00034,-0.00009,0.00027,-0.00063,-0.00920,0.07626,-0.03792,0.00002,-0.00000,0.00006,-0.00004,-0.00034
6636,-0.00018,0.00005,-0.00016,-0.04119,-0.03647,-0.03038,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00002,-0.00000,0.00029,-0.00035,0.00134,-0.00059,-0.00113,-0.00872,0.02056,-0.06286,0.00002,-0.00000,0.00029,-0.00000,-0.00038
6656,-0.00026,0.00008,-0.00004,-0.03934,-0.03120,-0.02749,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00002,-0.00000,0.00030,-0.00034,-0.00145,0.00052,0.00173,-0.01026,0.05131,0.01777,0.00002,-0.00000,0.00030,-0.00003,-0.00035
6676,-0.00005,0.00005,0.00005,-0.03763,-0.03109,-0.02293,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00003,-0.00000,0.00063,-0.00031,0.00322,-0.00033,0.00156,-0.01084,-0.02935,0.04852,0.00003,-0.00000,0.00063,-0.00008,-0.00029
6696,-0.00005,0.00005,0.00013,-0.03968,-0.03098,-0.01871,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00002,-0.00000,0.00003,-0.00029,-0.00004,0.00003,0.00138,-0.07187,-0.02935,0.04736,0.00002,-0.00000,0.00003,-0.00012,-0.00024
6716,0.00012,0.00020,0.00014,-0.03795,-0.03089,-0.01468,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00002,0.00000,0.00072,-0.00027,0.00271,0.00244,0.00020,-0.01084,-0.02935,0.04852,0.00002,0.00000,0.00072,-0.00016,-0.00019
6736,0.00015,0.00022,0.00018,-0.03996,-0.03414,-0.01245,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00002,0.00000,0.00017,-0.00025,0.00069,0.00056,0.00095,-0.07139,-0.08505,0.02241,0.00002,0.00000,0.00017,-0.00018,-0.00016
6756,0.00003,0.00005,0.00022,-0.04184,-0.03719,-0.01036,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00002,-0.00000,0.00062,-0.00024,-0.00182,-0.00260,0.00072,-0.07139,-0.08505,0.02241,0.00002,-0.00000,0.00062,-0.00020,-0.00014
6776,0.00005,0.00015,0.00026,-0.04355,-0.03856,-0.01173,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00000,0.00035,-0.00024,0.00028,0.00179,0.00095,-0.07033,-0.06010,-0.03328,0.00001,0.00000,0.00035,-0.00019,-0.00016
6796,0.00004,0.00002,0.00025,-0.04153,-0.04470,-0.01111,45.7,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,-0.00000,0.00042,-0.00024,-0.00010,-0.00213,0.00017,-0.00989,-0.14075,-0.00137,0.00001,-0.00000,0.00042,-0.00019,-0.00015
6816,-0.00005,0.00010,0.00022,-0.03960,-0.04562,-0.01237,45.7,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,-0.00000,0.00040,-0.00024,-0.00145,0.00144,-0.00027,-0.00931,-0.06010,-0.03212,0.00001,-0.00000,0.00040,-0.00018,-0.00017
6836,-0.00002,0.00006,0.00026,-0.04144,-0.04649,-0.01363,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,-0.00000,0.00014,-0.00025,0.00043,-0.00056,0.00076,-0.07033,-0.06010,-0.03328,0.00001,-0.00000,0.00014,-0.00017,-0.00018
6856,-0.00008,0.00019,0.00023,-0.03952,-0.04730,-0.01474,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00000,0.00047,-0.00025,-0.00102,0.00215,-0.00018,-0.00931,-0.06010,-0.03212,0.00001,0.00000,0.00047,-0.00016,-0.00020
6876,-0.00006,0.00011,0.00020,-0.04130,-0.04658,-0.01919,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00000,0.00023,-0.00027,0.00032,-0.00113,-0.00020,-0.06927,-0.03515,-0.08897,0.00001,0.00000,0.00023,-0.00012,-0.00024
6896,0.00002,0.00024,0.00015,-0.04304,-0.04739,-0.02004,45.7,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00001,0.00053,-0.00028,0.00128,0.00235,-0.00076,-0.07033,-0.06010,-0.03328,0.00001,0.00001,0.00053,-0.00011,-0.00025
6916,-0.00000,0.00020,0.00005,-0.04102,-0.04815,-0.02076,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00000,0.00012,-0.00028,-0.00039,-0.00048,-0.00142,-0.00931,-0.06010,-0.03212,0.00001,0.00000,0.00012,-0.00010,-0.00026
6936,0.00003,0.00032,-0.00005,-0.04281,-0.04552,-0.02001,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00001,0.00044,-0.00028,0.00048,0.00219,-0.00169,-0.07081,-0.00440,-0.00833,0.00001,0.00001,0.00044,-0.00011,-0.00026
6956,-0.00004,0.00022,-0.00003,-0.04452,-0.03971,-0.01782,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00001,0.00033,-0.00027,-0.00101,-0.00131,0.00031,-0.07128,0.05131,0.01661,0.00001,0.00001,0.00033,-0.00012,-0.00024
6976,0.00002,0.00022,-0.00000,-0.04243,-0.03760,-0.01718,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00001,0.00017,-0.00026,0.00085,0.00025,0.00047,-0.00978,-0.00440,-0.00717,0.00001,0.00001,0.00017,-0.00012,-0.00024
6996,0.00008,0.00041,0.00004,-0.04413,-0.03560,-0.01665,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00001,0.00069,-0.00026,0.00109,0.00341,0.00071,-0.07081,-0.00440,-0.00833,0.00001,0.00001,0.00069,-0.00012,-0.00024
7016,0.00008,0.00036,0.00010,-0.04573,-0.03373,-0.01615,45.7,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00001,0.00001,0.00008,-0.00026,0.00004,-0.00040,0.00100,-0.07081,-0.00440,-0.00833,0.00001,0.00001,0.00008,-0.00013,-0.00023
7036,-0.00004,0.00051,0.00009,-0.04724,-0.03197,-0.01568,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00000,0.00001,0.00068,-0.00025,-0.00197,0.00285,-0.00008,-0.07081,-0.00440,-0.00833,0.00000,0.00001,0.00068,-0.00013,-0.00023
7056,-0.00001,0.00044,0.00011,-0.04862,-0.03366,-0.01674,45.6,0,45.4512612,8.6521328,0.00,143.89,36,0.40,0.00000,0.00001,0.00018,-0.00026,0.00044,-0.00080,0.00037,-0.07033,-0.06010,-0.03328,0.00000,0.00001,0.00018,-0.00012,-0.00024
