t_ms (ms),ax (G),ay (G),az (G),gx (°/s),gy (°/s),gz (°/s),temp_c (°C),lap,gps_lat (°),gps_lon (°),gps_speed_kmh (km/h),gps_alt_m (m),gps_sats,gps_hdop,kf_x (m),kf_y (m),kf_vel (m/s),kf_heading (rad),raw_ax (G),raw_ay (G),raw_az (G),raw_gx (°/s),raw_gy (°/s),raw_gz (°/s),kf6_x (m),kf6_y (m),kf6_vel (m/s),kf6_heading (rad),kf6_bgz (rad/s)
12265,0.00013,0.00014,0.00002,-0.00202,-0.00363,-0.00163,41.4,0,0.0000000,0.0000000,0.00,0.00,0,99.90,0.00000,0.00000,0.00063,-0.00001,0.00224,0.00230,0.00031,-0.03361,-0.06054,-0.02720,0.00000,0.00000,0.00063,-0.00001,0.00000
12285,0.00009,0.00010,0.00003,-0.00757,-0.00367,-0.00173,41.4,0,0.0000000,0.0000000,0.00,0.00,0,99.90,0.00001,0.00001,0.00049,-0.00001,-0.00056,-0.00044,0.00021,-0.09461,-0.00432,-0.00333,0.00001,0.00001,0.00049,-0.00001,0.00000
12305,0.00021,-0.00007,0.00003,-0.00913,-0.00371,-0.00184,41.4,0,0.0000000,0.0000000,0.00,0.00,0,99.90,0.00002,0.00001,0.00076,-0.00001,0.00206,-0.00277,0.00005,-0.03357,-0.00432,-0.00343,0.00002,0.00001,0.00076,-0.00001,0.00000
12325,0.00021,-0.00008,0.00009,-0.01060,-0.00375,-0.00193,41.4,0,0.0000000,0.0000000,0.00,0.00,0,99.90,0.00004,0.00001,0.00079,-0.00001,0.00013,-0.00019,0.00107,-0.03357,-0.00432,-0.00343,0.00004,0.00001,0.00079,-0.00001,0.00000
12345,0.00033,-0.00022,0.00010,-0.01564,-0.00716,-0.00344,41.4,0,0.0000000,0.0000000,0.00,0.00,0,99.90,0.00006,0.00000,0.00139,-0.00002,0.00220,-0.00255,0.00027,-0.09465,-0.06054,-0.02710,0.00006,0.00000,0.00139,-0.00002,0.00000
12365,0.00034,-0.00022,0.00013,-0.01672,-0.01036,-0.00487,41.4,0,0.0000000,0.0000000,0.00,0.00,0,99.90,0.00008,-0.00001,0.00150,-0.00003,0.00051,-0.00023,0.00055,-0.03361,-0.06054,-0.02720,0.00008,-0.00001,0.00150,-0.00003,0.00000
12385,0.00036,-0.00012,0.00016,-0.01407,-0.01000,-0.00479,41.4,0,45.4184990,8.6105033,0.09,0.00,0,99.90,0.00000,0.00000,0.00000,0.00000,0.00069,0.00150,0.00056,0.02746,-0.00432,-0.00353,0.00000,0.00000,0.00000,0.00000,0.00000
12405,0.00033,-0.00017,0.00017,-0.02257,-0.01161,-0.00949,41.4,0,45.4184990,8.6105033,0.09,0.00,0,99.90,-0.00000,-0.00000,0.00020,-0.00003,-0.00009,-0.00101,0.00036,-0.15577,-0.03678,-0.08322,-0.00000,-0.00000,0.00020,-0.00003,0.00000
12425,0.00028,-0.00010,0.00017,-0.01957,-0.01117,-0.00913,41.4,0,45.4184990,8.6105033,0.09,0.00,0,99.90,-0.00000,-0.00000,0.00011,-0.00003,-0.00048,0.00107,0.00024,0.02746,-0.00432,-0.00353,-0.00000,-0.00000,0.00011,-0.00003,0.00000
12445,0.00028,-0.00011,0.00018,-0.02041,-0.01076,-0.00879,41.4,0,45.4184997,8.6105037,0.07,142.70,15,1.00,0.01348,0.03837,0.04591,-0.00003,0.00019,-0.00034,0.00033,-0.03357,-0.00432,-0.00343,0.01348,0.03837,0.04591,-0.00003,0.00000
12465,0.00027,0.00006,0.00023,-0.01754,-0.01374,-0.00990,41.4,0,45.4184997,8.6105037,0.07,142.70,15,1.00,0.01379,0.03924,0.04642,-0.00004,0.00011,0.00274,0.00104,0.02742,-0.06054,-0.02729,0.01379,0.03924,0.04642,-0.00004,0.00000
12485,0.00023,-0.00007,0.00023,-0.02217,-0.01513,-0.01431,41.4,0,45.4184997,8.6105037,0.07,142.70,15,1.00,0.01409,0.04011,0.04602,-0.00007,-0.00042,-0.00205,0.00011,-0.09474,-0.03678,-0.08332,0.01409,0.04011,0.04602,-0.00007,0.00000
12505,0.00011,0.00011,0.00019,-0.02652,-0.02122,-0.01650,41.4,0,45.4184997,8.6105037,0.07,142.70,15,1.00,0.01439,0.04099,0.04645,-0.00009,-0.00172,0.00292,-0.00031,-0.09469,-0.11676,-0.05086,0.01439,0.04099,0.04645,-0.00009,0.00000
12525,0.00011,0.00010,0.00016,-0.02328,-0.02021,-0.01572,41.4,0,45.4184997,8.6105037,0.07,142.70,15,1.00,0.01469,0.04187,0.04643,-0.00009,0.00012,-0.00013,-0.00041,0.02746,-0.00432,-0.00353,0.01469,0.04187,0.04643,-0.00009,0.00000
12545,0.00019,0.00023,0.00010,-0.01658,-0.01588,-0.01357,41.4,0,45.4184998,8.6105037,0.04,142.73,15,1.00,0.02003,0.06546,0.11953,-0.00008,0.00141,0.00231,-0.00078,0.08853,0.05189,0.02014,0.02003,0.06546,0.11953,-0.00008,0.00000
12567,0.00012,0.00018,0.00013,-0.02126,-0.01377,-0.01633,41.4,0,45.4184998,8.6105037,0.04,142.73,15,1.00,0.02070,0.06797,0.11936,-0.00011,-0.00095,-0.00059,0.00056,-0.09470,0.01944,-0.05955,0.02070,0.06797,0.11936,-0.00011,0.00000
12585,0.00026,0.00017,0.00014,-0.02934,-0.01852,-0.02177,41.4,0,45.4184998,8.6105037,0.04,142.73,15,1.00,0.02126,0.07007,0.11946,-0.00014,0.00240,-0.00004,0.00030,-0.15581,-0.09300,-0.10698,0.02126,0.07007,0.11946,-0.00014,0.00000
12605,0.00018,0.00015,0.00015,-0.02960,-0.01961,-0.02547,41.4,0,45.4184998,8.6105037,0.04,142.73,15,1.00,0.02188,0.07237,0.11938,-0.00017,-0.00104,-0.00017,0.00027,-0.03370,-0.03678,-0.08341,0.02188,0.07237,0.11938,-0.00017,0.00000
12625,0.00033,0.00019,0.00021,-0.02618,-0.01727,-0.02752,41.4,0,45.4184998,8.6105037,0.04,142.73,15,1.00,0.02251,0.07469,0.11967,-0.00019,0.00272,0.00083,0.00126,0.02737,0.01944,-0.05975,0.02251,0.07469,0.11967,-0.00019,0.00000
12645,0.00018,0.00023,0.00021,-0.02663,-0.01987,-0.02750,41.4,0,45.4184998,8.6105037,0.02,142.74,15,1.00,0.02453,0.08446,0.14608,-0.00020,-0.00226,0.00084,0.00015,-0.03361,-0.06054,-0.02720,0.02453,0.08446,0.14608,-0.00020,0.00000
12665,0.00017,0.00015,0.00022,-0.03071,-0.02231,-0.02748,41.4,0,45.4184998,8.6105037,0.02,142.74,15,1.00,0.02525,0.08730,0.14587,-0.00021,0.00000,-0.00111,0.00046,-0.09465,-0.06054,-0.02710,0.02525,0.08730,0.14587,-0.00021,0.00000
12685,0.00019,0.00026,0.00019,-0.02722,-0.02460,-0.02747,41.4,0,45.4184998,8.6105037,0.02,142.74,15,1.00,0.02597,0.09013,0.14628,-0.00022,0.00052,0.00201,-0.00037,0.02742,-0.06054,-0.02729,0.02597,0.09013,0.14628,-0.00022,0.00000
12705,0.00021,0.00018,0.00013,-0.02394,-0.02001,-0.02461,41.4,0,45.4184998,8.6105037,0.02,142.74,15,1.00,0.02669,0.09295,0.14610,-0.00021,0.00056,-0.00110,-0.00073,0.02750,0.05189,0.02024,0.02669,0.09295,0.14610,-0.00021,0.00000
12726,0.00014,0.00021,0.00014,-0.02085,-0.01907,-0.02334,41.4,0,45.4184998,8.6105038,0.02,142.74,15,1.00,0.03269,0.09441,0.14683,-0.00022,-0.00096,0.00075,0.00030,0.02746,-0.00432,-0.00353,0.03269,0.09441,0.14683,-0.00022,0.00000
12745,0.00022,0.00017,0.00015,-0.01795,-0.01819,-0.02215,41.4,0,45.4184998,8.6105038,0.02,142.74,15,1.00,0.03373,0.09706,0.14684,-0.00022,0.00146,-0.00051,0.00030,0.02746,-0.00432,-0.00353,0.03373,0.09706,0.14684,-0.00022,0.00000
12765,0.00006,0.00021,0.00012,-0.01889,-0.01735,-0.02103,41.4,0,45.4184998,8.6105038,0.02,142.77,15,1.00,0.03635,0.09714,0.14097,-0.00022,-0.00249,0.00094,-0.00047,-0.03357,-0.00432,-0.00343,0.03635,0.09714,0.14097,-0.00022,0.00000
12785,0.00023,0.00021,0.00010,-0.01977,-0.01995,-0.02140,41.4,0,45.4184998,8.6105038,0.02,142.77,15,1.00,0.03752,0.09972,0.14122,-0.00023,0.00297,0.00007,-0.00008,-0.03361,-0.06054,-0.02720,0.03752,0.09972,0.14122,-0.00023,0.00000
12805,0.00017,0.00018,0.00012,-0.02793,-0.02096,-0.02511,41.4,0,45.4184998,8.6105038,0.02,142.77,15,1.00,0.03868,0.10228,0.14112,-0.00026,-0.00081,-0.00021,0.00030,-0.15577,-0.03678,-0.08322,0.03868,0.10228,0.14112,-0.00026,0.00000
12825,0.00020,0.00004,0.00014,-0.03561,-0.02528,-0.03002,41.4,0,45.4184998,8.6105038,0.02,142.77,15,1.00,0.03985,0.10485,0.14080,-0.00029,0.00076,-0.00211,0.00052,-0.15581,-0.09300,-0.10698,0.03985,0.10485,0.14080,-0.00029,0.00000
12845,0.00016,0.00011,0.00015,-0.03549,-0.03077,-0.03128,41.4,0,45.4185000,8.6105038,0.02,142.78,15,1.00,0.04027,0.10885,0.14399,-0.00031,-0.00049,0.00117,0.00032,-0.03365,-0.11676,-0.05096,0.04027,0.10885,0.14399,-0.00031,0.00000
12865,0.00024,0.00010,0.00012,-0.03904,-0.03255,-0.03103,41.4,0,45.4185000,8.6105038,0.02,142.78,15,1.00,0.04139,0.11150,0.14409,-0.00032,0.00149,-0.00005,-0.00037,-0.09465,-0.06054,-0.02710,0.04139,0.11150,0.14409,-0.00032,0.00000
12886,0.00006,0.00010,0.00012,-0.04238,-0.03423,-0.03079,41.4,0,45.4185000,8.6105038,0.02,142.78,15,1.00,0.04253,0.11418,0.14389,-0.00033,-0.00282,0.00008,0.00017,-0.09465,-0.06054,-0.02710,0.04253,0.11418,0.14389,-0.00033,0.00000
12905,0.00010,0.00008,0.00014,-0.04552,-0.03776,-0.03537,41.4,0,45.4185000,8.6105038,0.02,142.78,15,1.00,0.04364,0.11680,0.14390,-0.00037,0.00081,-0.00029,0.00033,-0.09478,-0.09300,-0.10708,0.04364,0.11680,0.14390,-0.00037,0.00000
12925,0.00003,0.00010,0.00011,-0.04481,-0.03770,-0.03825,41.4,0,45.4185000,8.6105038,0.00,142.78,15,1.00,0.04260,0.11634,0.13360,-0.00040,-0.00113,0.00050,-0.00028,-0.03370,-0.03678,-0.08341,0.04260,0.11634,0.13360,-0.00040,0.00000
12945,0.00014,0.00013,0.00012,-0.04414,-0.03427,-0.03954,41.4,0,45.4185000,8.6105038,0.00,142.78,15,1.00,0.04360,0.11883,0.13386,-0.00042,0.00196,0.00060,0.00034,-0.03367,0.01944,-0.05965,0.04360,0.11883,0.13386,-0.00042,0.00000
12965,0.00005,0.00006,0.00017,-0.04351,-0.03247,-0.03737,41.4,0,45.4185000,8.6105038,0.00,142.78,15,1.00,0.04459,0.12130,0.13356,-0.00042,-0.00151,-0.00102,0.00085,-0.03357,-0.00432,-0.00343,0.04459,0.12130,0.13356,-0.00042,0.00000
12985,0.00009,0.00008,0.00016,-0.04291,-0.03416,-0.03676,41.4,0,45.4185000,8.6105038,0.00,142.78,15,1.00,0.04559,0.12378,0.13369,-0.00043,0.00074,0.00043,0.00012,-0.03361,-0.06054,-0.02720,0.04559,0.12378,0.13369,-0.00043,0.00000
13005,0.00000,-0.00003,0.00014,-0.04602,-0.03237,-0.03475,41.4,0,45.4185000,8.6105038,0.00,142.78,15,1.00,0.04660,0.12627,0.13326,-0.00043,-0.00132,-0.00184,-0.00028,-0.09461,-0.00432,-0.00333,0.04660,0.12627,0.13326,-0.00043,0.00000
13025,0.00007,0.00009,0.00017,-0.04161,-0.02926,-0.03625,41.4,0,45.4185000,8.6105038,0.00,142.78,15,1.00,0.04759,0.12873,0.13370,-0.00045,0.00114,0.00195,0.00068,0.02737,0.01944,-0.05975,0.04759,0.12873,0.13370,-0.00045,0.00000
13045,0.00003,-0.00001,0.00021,-0.03747,-0.02776,-0.03429,41.4,0,45.4185000,8.6105038,0.00,142.77,15,1.00,0.04461,0.12288,0.11040,-0.00045,-0.00061,-0.00148,0.00078,0.02746,-0.00432,-0.00353,0.04461,0.12288,0.11040,-0.00045,0.00000
13065,0.00003,0.00008,0.00020,-0.03724,-0.02636,-0.03244,41.4,0,45.4185000,8.6105038,0.00,142.77,15,1.00,0.04541,0.12495,0.11068,-0.00045,0.00007,0.00150,0.00008,-0.03357,-0.00432,-0.00343,0.04541,0.12495,0.11068,-0.00045,0.00000
13085,0.00001,0.00001,0.00021,-0.03702,-0.02841,-0.03212,41.4,0,45.4185000,8.6105038,0.00,142.77,15,1.00,0.04620,0.12700,0.11045,-0.00046,-0.00026,-0.00115,0.00033,-0.03361,-0.06054,-0.02720,0.04620,0.12700,0.11045,-0.00046,0.00000
13105,0.00001,0.00017,0.00026,-0.03681,-0.03034,-0.03183,41.4,0,45.4185000,8.6105038,0.00,142.77,15,1.00,0.04701,0.12907,0.11096,-0.00047,0.00001,0.00273,0.00110,-0.03361,-0.06054,-0.02720,0.04701,0.12907,0.11096,-0.00047,0.00000
13125,0.00000,0.00010,0.00025,-0.03296,-0.03072,-0.03493,41.4,0,45.4185000,8.6105038,0.00,142.77,15,1.00,0.04780,0.13114,0.11075,-0.00050,-0.00019,-0.00103,0.00010,0.02733,-0.03678,-0.08351,0.04780,0.13114,0.11075,-0.00050,0.00000
13145,-0.00000,0.00019,0.00029,-0.02933,-0.03057,-0.02967,41.4,0,45.4185002,8.6105038,0.00,142.77,15,1.00,0.04474,0.13182,0.10504,-0.00048,-0.00004,0.00153,0.00085,0.02755,-0.02809,0.05269,0.04474,0.13182,0.10504,-0.00048,0.00000
13165,0.00002,0.00010,0.00022,-0.02959,-0.03236,-0.02952,41.4,0,45.4185002,8.6105038,0.00,142.77,15,1.00,0.04536,0.13383,0.10481,-0.00049,0.00026,-0.00132,-0.00086,-0.03361,-0.06054,-0.02720,0.04536,0.13383,0.10481,-0.00049,0.00000
13185,-0.00000,0.00016,0.00020,-0.02984,-0.03263,-0.03276,41.4,0,45.4185002,8.6105038,0.00,142.77,15,1.00,0.04597,0.13582,0.10502,-0.00052,-0.00024,0.00121,-0.00011,-0.03370,-0.03678,-0.08341,0.04597,0.13582,0.10502,-0.00052,0.00000
13205,-0.00005,0.00001,0.00019,-0.03006,-0.03093,-0.03100,41.4,0,45.4185002,8.6105038,0.00,142.77,15,1.00,0.04659,0.13784,0.10453,-0.00052,-0.00082,-0.00235,-0.00002,-0.03357,-0.00432,-0.00343,0.04659,0.13784,0.10453,-0.00052,0.00000
13225,-0.00001,0.00006,0.00021,-0.03028,-0.02791,-0.03272,41.4,0,45.4185002,8.6105038,0.00,142.77,15,1.00,0.04721,0.13983,0.10472,-0.00054,0.00063,0.00082,0.00052,-0.03367,0.01944,-0.05965,0.04721,0.13983,0.10472,-0.00054,0.00000
13246,-0.00009,-0.00009,0.00015,-0.03414,-0.02507,-0.03433,41.4,0,45.4185002,8.6105038,0.02,142.77,15,1.00,0.04401,0.13590,0.01183,-0.00055,-0.00142,-0.00240,-0.00069,-0.09470,0.01944,-0.05955,0.04401,0.13590,0.01183,0.00025,-0.00094
13265,-0.00004,-0.00002,0.00014,-0.00264,-0.00188,-0.00916,41.4,0,45.4185002,8.6105038,0.02,142.77,15,1.00,0.04402,0.13590,0.00025,-0.00055,0.00073,0.00109,-0.00006,0.02746,-0.00432,-0.00353,0.04402,0.13590,0.00025,-0.00010,-0.00052
13285,-0.00015,-0.00001,0.00016,-0.00226,-0.00030,-0.00680,41.4,0,45.4185002,8.6105038,0.02,142.77,15,1.00,0.04401,0.13591,0.00034,-0.00054,-0.00174,0.00016,0.00047,-0.03357,-0.00432,-0.00343,0.04401,0.13591,0.00034,-0.00023,-0.00037
13306,-0.00009,-0.00001,0.00020,-0.00197,0.00118,-0.00458,41.4,0,45.4185002,8.6105038,0.02,142.77,15,1.00,0.04401,0.13591,0.00015,-0.00053,0.00072,-0.00005,0.00078,-0.03357,-0.00432,-0.00343,0.04401,0.13591,0.00015,-0.00029,-0.00030
13325,-0.00014,-0.00014,0.00028,-0.00170,0.00594,-0.00107,41.4,0,45.4185002,8.6105038,0.02,142.77,15,1.00,0.04401,0.13590,0.00043,-0.00052,-0.00084,-0.00218,0.00158,-0.03354,0.05189,0.02033,0.04401,0.13590,0.00043,-0.00040,-0.00017
13345,-0.00011,-0.00006,0.00028,-0.00145,0.01035,0.00220,41.4,0,45.4185003,8.6105040,0.02,142.77,15,1.00,0.04705,0.14056,0.01239,-0.00050,0.00028,0.00119,0.00030,-0.03354,0.05189,0.02033,0.04705,0.14056,0.01239,-0.00047,-0.00008
13365,-0.00012,-0.00025,0.00030,0.00237,0.01241,0.00041,41.4,0,45.4185003,8.6105040,0.02,142.77,15,1.00,0.04705,0.14055,0.00064,-0.00051,-0.00015,-0.00323,0.00066,0.02737,0.01944,-0.05975,0.04705,0.14055,0.00064,-0.00036,-0.00022
13385,-0.00009,-0.00017,0.00032,0.00589,0.00946,0.00072,41.4,0,45.4185003,8.6105040,0.02,142.77,15,1.00,0.04705,0.14055,0.00021,-0.00051,0.00031,0.00101,0.00062,0.02742,-0.06054,-0.02729,0.04705,0.14055,0.00021,-0.00033,-0.00025
13405,-0.00015,-0.00031,0.00031,0.00554,0.01155,-0.00090,41.4,0,45.4185003,8.6105040,0.02,142.77,15,1.00,0.04705,0.14055,0.00052,-0.00052,-0.00111,-0.00239,0.00017,-0.03367,0.01944,-0.05965,0.04705,0.14055,0.00052,-0.00026,-0.00034
13425,-0.00011,-0.00021,0.00031,0.00872,0.01202,0.00091,41.4,0,45.4185003,8.6105040,0.02,142.77,15,1.00,0.04705,0.14055,0.00029,-0.00052,0.00049,0.00136,0.00017,0.02746,-0.00432,-0.00353,0.04705,0.14055,0.00029,-0.00028,-0.00031
13445,-0.00019,-0.00035,0.00032,0.01172,0.01246,0.00261,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.04890,0.15025,0.02098,-0.00051,-0.00133,-0.00257,0.00053,0.02746,-0.00432,-0.00353,0.04890,0.15025,0.02098,-0.00030,-0.00029
13465,-0.00005,-0.00023,0.00031,0.01446,0.01625,0.00564,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.04891,0.15025,0.00052,-0.00049,0.00209,0.00159,0.00020,0.02750,0.05189,0.02024,0.04891,0.15025,0.00052,-0.00035,-0.00023
13485,-0.00012,-0.00023,0.00028,0.01337,0.01773,0.00364,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.04890,0.15025,0.00026,-0.00050,-0.00132,-0.00023,-0.00028,-0.03367,0.01944,-0.05965,0.04890,0.15025,0.00026,-0.00030,-0.00030
13505,-0.00002,-0.00025,0.00025,0.01228,0.01762,0.00510,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.04891,0.15025,0.00035,-0.00050,0.00168,-0.00062,-0.00012,-0.03357,-0.00432,-0.00343,0.04891,0.15025,0.00035,-0.00031,-0.00028
13525,-0.00008,-0.00018,0.00022,0.01484,0.02077,0.00783,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.04999,0.15596,0.01291,-0.00048,-0.00114,0.00096,-0.00028,0.02750,0.05189,0.02024,0.04999,0.15596,0.01291,-0.00035,-0.00024
13545,-0.00004,-0.00036,0.00018,0.01358,0.02170,0.00558,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.04999,0.15595,0.00062,-0.00049,0.00070,-0.00309,-0.00037,-0.03367,0.01944,-0.05965,0.04999,0.15595,0.00062,-0.00031,-0.00029
13565,-0.00004,-0.00027,0.00020,0.01255,0.02262,0.00356,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.04999,0.15595,0.00020,-0.00050,-0.00007,0.00103,0.00049,-0.03367,0.01944,-0.05965,0.04999,0.15595,0.00020,-0.00027,-0.00033
13585,0.00014,-0.00035,0.00025,0.01517,0.02064,0.00841,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.05000,0.15595,0.00065,-0.00047,0.00290,-0.00157,0.00098,0.02755,-0.02809,0.05269,0.05000,0.15595,0.00065,-0.00033,-0.00026
13605,-0.00001,-0.00035,0.00023,0.01375,0.02012,0.00940,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.04999,0.15595,0.00045,-0.00047,-0.00227,-0.00028,-0.00012,-0.03357,-0.00432,-0.00343,0.04999,0.15595,0.00045,-0.00034,-0.00025
13625,0.00005,-0.00023,0.00025,0.01241,0.01959,0.01024,41.4,0,45.4185005,8.6105040,0.02,142.76,15,1.00,0.05000,0.15595,0.00036,-0.00046,0.00088,0.00160,0.00053,-0.03357,-0.00432,-0.00343,0.05000,0.15595,0.00036,-0.00034,-0.00024
13645,0.00002,-0.00030,0.00021,0.01490,0.01770,0.01432,41.4,0,45.4185007,8.6105040,0.02,142.75,15,1.00,0.05076,0.16684,0.02384,-0.00043,-0.00034,-0.00133,-0.00041,0.02755,-0.02809,0.05269,0.05076,0.16684,0.02384,-0.00039,-0.00019
13665,-0.00001,-0.00019,0.00023,0.01350,0.01731,0.01470,41.4,0,45.4185007,8.6105040,0.02,142.75,15,1.00,0.05076,0.16685,0.00030,-0.00042,-0.00056,0.00145,0.00053,-0.03357,-0.00432,-0.00343,0.05076,0.16685,0.00030,-0.00040,-0.00018
13686,0.00003,-0.00026,0.00020,0.01576,0.01350,0.01360,41.4,0,45.4185007,8.6105040,0.02,142.75,15,1.00,0.05076,0.16684,0.00031,-0.00042,0.00062,-0.00141,-0.00018,0.02742,-0.06054,-0.02729,0.05076,0.16684,0.00031,-0.00039,-0.00019
13705,0.00001,-0.00010,0.00019,0.01423,0.01666,0.01542,41.4,0,45.4185007,8.6105040,0.02,142.75,15,1.00,0.05076,0.16685,0.00047,-0.00041,-0.00020,0.00242,0.00004,-0.03354,0.05189,0.02033,0.05076,0.16685,0.00047,-0.00041,-0.00017
13725,-0.00002,-0.00021,0.00022,0.01287,0.01627,0.01570,41.4,0,45.4185007,8.6105040,0.02,142.75,15,1.00,0.05076,0.16685,0.00038,-0.00040,-0.00052,-0.00187,0.00062,-0.03357,-0.00432,-0.00343,0.05076,0.16685,0.00038,-0.00041,-0.00017
13745,0.00004,-0.00008,0.00021,0.01532,0.01589,0.01596,41.4,0,45.4185007,8.6105042,0.02,142.75,15,1.00,0.05601,0.17363,0.01928,-0.00039,0.00089,0.00195,0.00017,0.02746,-0.00432,-0.00353,0.05601,0.17363,0.01928,-0.00041,-0.00016
13765,0.00002,-0.00021,0.00019,0.01029,0.01359,0.01142,41.4,0,45.4185007,8.6105042,0.02,142.75,15,1.00,0.05601,0.17362,0.00046,-0.00040,-0.00025,-0.00233,-0.00024,-0.09474,-0.03678,-0.08332,0.05601,0.17362,0.00046,-0.00037,-0.00021
13785,-0.00001,-0.00005,0.00017,0.00931,0.01342,0.01204,41.4,0,45.4185007,8.6105042,0.02,142.75,15,1.00,0.05601,0.17363,0.00052,-0.00040,-0.00046,0.00260,-0.00009,-0.03357,-0.00432,-0.00343,0.05601,0.17363,0.00052,-0.00037,-0.00020
13805,0.00001,-0.00015,0.00011,0.00839,0.01319,0.01260,41.4,0,45.4185007,8.6105042,0.02,142.75,15,1.00,0.05601,0.17363,0.00034,-0.00039,0.00037,-0.00172,-0.00082,-0.03357,-0.00432,-0.00343,0.05601,0.17363,0.00034,-0.00038,-0.00020
13825,0.00000,-0.00000,0.00013,0.00738,0.01293,0.01302,41.5,0,45.4185007,8.6105042,0.02,142.75,15,1.00,0.05601,0.17363,0.00044,-0.00038,-0.00017,0.00224,0.00049,-0.03357,-0.00432,-0.00343,0.05601,0.17363,0.00044,-0.00038,-0.00020
13845,0.00001,-0.00010,0.00010,0.00628,0.01258,0.01330,41.4,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.05931,0.18460,0.02497,-0.00037,0.00011,-0.00155,-0.00050,-0.03357,-0.00432,-0.00343,0.05931,0.18460,0.02497,-0.00038,-0.00019
13865,0.00003,0.00003,0.00010,0.00524,0.01212,0.01350,41.5,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.05931,0.18461,0.00042,-0.00036,0.00042,0.00208,0.00017,-0.03357,-0.00432,-0.00343,0.05931,0.18461,0.00042,-0.00039,-0.00019
13885,0.00005,-0.00009,0.00013,0.00419,0.00967,0.00886,41.4,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.05931,0.18460,0.00039,-0.00038,0.00031,-0.00198,0.00062,-0.03370,-0.03678,-0.08341,0.05931,0.18460,0.00039,-0.00036,-0.00023
13905,0.00001,-0.00000,0.00020,0.00313,0.00592,0.00794,41.4,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.05931,0.18460,0.00028,-0.00038,-0.00061,0.00129,0.00130,-0.03361,-0.06054,-0.02720,0.05931,0.18460,0.00028,-0.00035,-0.00023
13925,0.00004,-0.00006,0.00030,0.00207,0.00572,0.00841,41.4,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.05931,0.18460,0.00021,-0.00038,0.00053,-0.00095,0.00177,-0.03357,-0.00432,-0.00343,0.05931,0.18460,0.00021,-0.00035,-0.00023
13945,-0.00000,-0.00002,0.00026,0.00106,0.00692,0.00538,41.4,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.06140,0.19156,0.01611,-0.00039,-0.00068,0.00055,-0.00024,-0.03367,0.01944,-0.05965,0.06140,0.19156,0.01611,-0.00033,-0.00025
13965,0.00012,-0.00011,0.00026,-0.00721,0.00663,0.00592,41.4,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.06141,0.19156,0.00049,-0.00038,0.00199,-0.00149,0.00017,-0.15565,-0.00432,-0.00323,0.06141,0.19156,0.00049,-0.00034,-0.00025
13985,0.00006,-0.00010,0.00019,-0.00751,0.00635,0.00641,41.4,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.06141,0.19156,0.00018,-0.00037,-0.00092,0.00002,-0.00080,-0.03357,-0.00432,-0.00343,0.06141,0.19156,0.00018,-0.00034,-0.00024
14005,0.00020,-0.00008,0.00016,-0.00413,0.00745,0.00346,41.5,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.06141,0.19156,0.00050,-0.00039,0.00254,0.00030,-0.00035,0.02737,0.01944,-0.05975,0.06141,0.19156,0.00050,-0.00033,-0.00026
14025,0.00012,-0.00005,0.00013,-0.00110,0.00702,0.00414,41.5,0,45.4185008,8.6105042,0.00,142.76,15,1.00,0.06141,0.19156,0.00025,-0.00038,-0.00117,0.00046,-0.00037,0.02746,-0.00432,-0.00353,0.06141,0.19156,0.00025,-0.00033,-0.00026
14045,0.00019,-0.00009,0.00010,0.00175,0.00665,0.00470,41.4,0,45.4185010,8.6105042,0.00,142.76,15,1.00,0.06274,0.20269,0.02468,-0.00037,0.00130,-0.00075,-0.00031,0.02746,-0.00432,-0.00353,0.06274,0.20269,0.02468,-0.00033,-0.00025
14065,0.00009,-0.00004,0.00012,0.00077,0.00293,0.00381,41.5,0,45.4185010,8.6105042,0.00,142.76,15,1.00,0.06274,0.20269,0.00034,-0.00037,-0.00155,0.00079,0.00036,-0.03361,-0.06054,-0.02720,0.06274,0.20269,0.00034,-0.00033,-0.00026
14085,0.00017,-0.00003,0.00006,-0.00016,0.00430,0.00106,41.5,0,45.4185010,8.6105042,0.00,142.76,15,1.00,0.06274,0.20269,0.00027,-0.00039,0.00138,0.00004,-0.00079,-0.03367,0.01944,-0.05965,0.06274,0.20269,0.00027,-0.00031,-0.00028
