t_sec,ax,ay,az,gx,gy,gz,lap
0.000,0.0,0.0,0.0,0.15,-0.13,0.07,0.0
0.100,0.0,0.0,0.0,0.33,-0.14,0.12,0.0
0.205,0.0,0.0,0.0,0.3,0.48,0.11,0.0
0.309,0.0,0.0,0.0,0.01,1.79,0.14,0.0
0.417,0.0,0.0,0.0,-0.38,3.5,0.17,0.0
0.517,0.0,0.0,0.0,-0.48,4.25,0.22,0.0
0.624,0.0,0.0,0.0,-0.31,4.14,0.33,0.0
0.727,0.0,0.0,0.0,0.03,3.32,0.35,0.0
0.834,0.0,0.0,0.0,0.27,2.25,0.32,0.0
0.937,0.0,0.0,0.0,0.2,1.75,0.24,0.0
1.156,0.0,0.0,0.0,-0.03,1.5,0.16,0.0
1.160,0.0,0.0,0.0,-0.22,1.08,0.09,0.0
1.250,0.0,0.0,0.0,-0.15,-0.15,0.04,0.0
1.352,0.0,0.0,0.0,0.11,-1.66,-0.04,0.0
1.460,0.0,0.0,0.0,0.32,-3.0,-0.09,0.0
1.563,0.0,0.0,0.0,0.34,-3.68,-0.14,0.0
1.670,0.0,0.0,0.0,0.1,-3.48,-0.23,0.0
1.773,0.0,0.0,0.0,-0.17,-2.79,-0.24,0.0
1.881,0.0,0.0,0.0,-0.28,-2.17,-0.21,0.0
1.984,0.01,0.0,-0.01,-0.2,-1.22,-2.11,0.0
2.194,0.01,0.0,0.0,-5.09,-0.2,-12.25,0.0
2.301,0.01,0.0,0.0,-3.2,0.97,-11.98,0.0
2.403,0.01,0.01,0.0,-2.8,0.08,-8.14,0.0
2.509,0.01,0.0,0.0,-1.66,-0.69,-4.71,0.0
2.612,0.01,0.0,0.0,-0.83,-1.23,-1.22,0.0
2.718,0.0,0.0,-0.01,-2.03,-0.81,-6.24,0.0
2.820,0.0,-0.01,0.0,-2.29,0.63,-10.37,0.0
2.928,0.0,0.0,0.0,0.28,3.68,-4.09,0.0
3.030,0.0,0.0,0.0,0.89,1.57,7.03,0.0
3.137,0.0,0.0,0.0,2.67,-1.68,10.34,0.0
3.240,0.0,-0.01,0.0,4.26,-3.52,7.9,0.0
3.346,0.0,-0.01,0.0,4.64,-3.62,8.3,0.0
3.449,-0.01,-0.01,0.0,3.09,-1.02,9.32,0.0
3.560,0.0,-0.01,0.0,2.39,1.31,6.79,0.0
3.659,0.0,-0.01,0.0,1.12,4.12,6.43,0.0
3.766,0.0,-0.01,0.0,1.02,4.63,5.26,0.0
3.868,0.0,0.0,0.0,1.12,1.93,3.55,0.0
3.975,0.0,0.0,0.0,0.5,-0.21,2.51,0.0
4.086,0.0,0.0,0.0,0.2,-0.67,0.77,0.0
4.186,0.0,0.0,0.0,-0.35,0.3,0.86,0.0
4.286,0.0,0.0,0.0,-1.14,2.79,0.87,0.0
4.396,0.01,0.0,0.0,-1.63,4.51,1.96,0.0
4.496,0.01,0.0,0.0,-1.37,3.07,0.82,0.0
4.607,0.0,0.0,0.0,-1.33,0.81,0.41,0.0
4.709,0.0,0.0,0.0,-1.02,-1.12,-0.49,0.0
4.814,0.0,0.0,0.0,-0.74,-1.86,-0.61,0.0
4.916,0.0,0.0,0.0,-0.78,-0.55,-0.12,0.0
5.024,0.0,0.0,0.0,-0.57,0.99,0.65,0.0
5.132,0.0,0.0,0.0,-0.13,0.89,0.78,0.0
5.244,0.0,0.0,0.0,0.49,-0.8,0.42,0.0
5.332,-0.01,0.0,0.0,-0.38,0.52,2.35,0.0
5.441,-0.01,-0.01,0.0,0.7,-1.2,2.2,0.0
5.542,0.0,0.0,0.0,0.06,-3.81,0.86,0.0
5.651,-0.02,-0.01,0.0,0.72,-2.6,2.73,0.0
5.752,-0.01,-0.01,0.0,0.62,-2.7,1.9,0.0
5.860,-0.01,-0.01,0.0,1.63,-1.01,1.52,0.0
5.963,-0.01,0.0,0.0,0.85,0.01,0.34,0.0
6.072,0.0,0.0,0.0,-1.11,1.21,0.96,0.0
6.173,0.0,0.0,0.0,-0.7,0.76,-2.03,0.0
6.281,0.0,0.0,0.0,-0.75,-0.62,-2.05,0.0
6.389,0.0,0.0,0.0,-0.48,-1.12,2.1,0.0
6.490,0.0,0.0,0.0,0.64,-0.1,0.89,0.0
6.593,0.01,0.0,0.0,0.77,0.37,1.8,0.0
6.699,0.01,0.0,0.0,1.36,1.43,0.44,0.0
6.802,0.01,0.0,0.0,0.19,0.34,2.47,0.0
6.908,0.0,-0.01,0.0,-0.87,0.44,5.18,0.0
7.010,0.0,0.0,0.0,-1.01,-0.1,-7.98,0.0
7.117,0.01,0.01,0.0,-0.6,1.41,-7.36,0.0
7.222,0.01,0.01,0.0,1.3,0.69,-1.68,0.0
7.327,0.01,0.0,0.0,0.14,1.21,5.61,0.0
7.432,0.0,0.0,0.0,0.45,1.16,0.1,0.0
7.536,-0.01,0.01,0.0,0.08,0.2,6.36,0.0
7.640,0.01,0.0,0.0,-1.81,0.43,-4.49,0.0
7.747,-0.01,0.01,0.0,-2.01,0.14,2.19,0.0
7.850,0.0,-0.01,0.0,-0.19,-0.04,7.82,0.0
7.960,0.0,0.0,0.0,1.94,-0.34,9.23,0.0
8.058,0.0,0.0,0.0,0.11,-1.49,-1.75,0.0
8.166,0.03,-0.05,0.04,-0.06,-0.26,-5.83,0.0
8.268,0.03,-0.03,0.01,6.22,15.92,11.03,0.0
8.376,-0.01,-0.02,0.0,3.1,8.25,-24.0,0.0
8.478,0.0,-0.01,0.01,3.89,-1.87,-19.65,0.0
8.586,-0.01,-0.03,0.0,-0.02,-8.91,-10.42,0.0
8.688,-0.01,-0.03,0.0,3.22,4.68,-12.08,0.0
8.796,0.0,-0.01,0.0,0.34,2.5,3.17,0.0
8.897,0.0,-0.01,0.01,-2.28,-6.38,6.53,0.0
9.005,0.0,0.0,0.0,-4.01,-8.52,2.14,0.0
9.112,0.01,0.0,0.0,-0.13,-6.56,1.16,0.0
9.214,0.0,0.0,0.0,1.34,-9.83,-0.98,0.0
9.318,0.01,0.0,0.0,3.72,-4.32,-8.96,0.0
9.425,0.01,0.0,0.0,2.1,1.63,-6.59,0.0
9.529,0.01,0.0,0.0,-0.18,1.15,-0.27,0.0
9.635,0.01,0.01,-0.01,-3.29,-3.04,1.71,0.0
9.739,0.01,0.0,0.0,-0.8,-0.32,1.87,0.0
9.844,0.01,0.01,0.0,-2.4,-0.01,3.58,0.0
9.946,0.01,0.0,0.0,-1.23,0.81,2.51,0.0
10.053,0.01,-0.02,0.0,3.49,1.93,-1.01,0.0
10.156,0.01,-0.02,0.0,5.49,1.7,-3.96,0.0
10.264,0.01,-0.01,0.0,5.4,1.37,-2.19,0.0
10.364,0.0,-0.03,0.0,3.86,2.42,1.31,0.0
10.471,0.0,-0.02,0.0,-1.73,2.72,-0.85,0.0
10.625,0.0,-0.01,0.0,-4.2,2.2,-0.04,0.0
10.813,0.0,-0.01,0.0,-6.35,1.37,-0.06,0.0
10.865,0.0,-0.01,0.0,-5.93,1.46,-0.34,0.0
10.902,0.0,0.0,0.0,-4.94,1.21,-0.21,0.0
10.994,0.0,0.0,0.0,-4.29,1.03,-0.1,0.0
11.101,0.0,0.0,0.0,-3.99,0.79,0.11,0.0
11.202,0.0,0.0,0.0,-3.39,0.73,-0.08,0.0
11.309,0.0,0.0,0.0,-3.17,0.41,-0.24,0.0
11.412,0.0,0.0,-0.01,-2.33,1.68,-1.55,0.0
11.519,0.0,0.0,0.0,-1.56,2.05,-1.69,0.0
11.622,0.0,0.0,0.0,-1.3,1.03,-0.77,0.0
11.730,0.0,0.0,0.0,-1.35,0.62,-0.32,0.0
11.830,0.0,0.0,0.0,-1.36,0.25,-0.38,0.0
16.158,0.0,0.0,0.0,0.08,-0.05,0.23,0.0
16.258,0.0,0.0,0.0,-0.14,0.11,0.36,0.0
16.368,0.0,0.0,0.0,-0.2,0.24,0.51,0.0
16.467,0.0,0.0,0.0,-0.25,0.13,0.47,0.0
16.574,0.0,0.0,0.0,-0.37,-0.44,0.32,0.0
16.677,0.0,0.0,0.0,-0.37,-1.55,1.11,0.0
16.783,0.0,0.0,0.0,-0.28,-1.34,0.53,0.0
16.886,0.0,0.0,0.0,-0.54,0.41,0.85,0.0
16.997,0.0,0.0,0.0,-1.58,1.36,0.84,0.0
17.099,0.0,0.0,0.0,-1.66,0.9,0.88,0.0
17.203,0.0,0.0,0.0,-1.98,1.09,0.76,0.0
17.306,0.0,0.0,0.0,-1.59,0.52,0.58,0.0
17.413,0.0,0.0,0.0,-1.19,0.48,0.9,0.0
17.516,0.0,0.0,0.0,-1.47,0.79,0.75,0.0
17.622,0.0,0.0,0.0,-1.36,0.7,1.21,0.0
17.725,0.0,0.0,0.0,-0.95,4.94,-0.28,0.0
17.832,0.01,0.0,-0.01,0.58,3.18,1.7,0.0
17.935,0.0,-0.01,0.0,3.04,-0.6,0.0,0.0
18.043,0.0,0.0,0.0,2.69,-1.54,-0.3,0.0
18.144,-0.01,0.0,0.0,1.47,0.73,5.69,0.0
18.254,0.0,0.0,0.0,0.94,2.19,3.06,0.0
18.355,0.0,0.0,0.0,-0.3,4.46,2.07,0.0
18.461,0.01,0.0,0.0,-1.38,4.67,0.34,0.0
18.564,0.01,0.0,0.0,-0.44,2.75,1.82,0.0
18.671,0.0,0.0,0.0,0.15,-0.66,0.62,0.0
18.773,0.0,0.0,0.0,0.28,-0.95,1.95,0.0
18.879,0.0,0.0,0.0,0.71,-0.49,1.06,0.0
18.982,0.0,0.0,0.0,-0.4,0.61,1.69,0.0
19.092,0.0,0.0,0.0,-1.17,1.74,1.16,0.0
19.193,0.0,0.0,0.0,-1.35,0.42,0.73,0.0
19.297,0.0,0.0,0.0,-1.21,-1.76,0.26,0.0
19.400,0.0,0.0,0.0,-0.82,-2.81,0.56,0.0
19.506,0.0,0.0,0.0,-0.58,-2.75,1.0,0.0
19.608,0.0,0.0,0.0,-0.96,-1.36,1.07,0.0
19.723,0.0,0.0,0.0,-1.94,1.06,1.17,0.0
19.822,0.0,0.0,0.0,-2.25,1.72,0.61,0.0
19.928,0.0,0.0,0.0,-2.25,1.05,0.28,0.0
20.026,0.0,0.0,0.0,-1.81,0.21,0.29,0.0
20.135,0.0,0.0,0.0,-1.06,-0.03,0.69,0.0
20.236,0.0,0.0,0.0,-0.96,0.97,0.97,0.0
20.342,0.0,0.0,0.0,-1.22,2.69,1.25,0.0
20.444,0.0,0.0,0.0,-1.47,3.66,1.01,0.0
20.551,0.0,0.0,0.0,-1.53,3.07,0.62,0.0
20.655,0.0,0.0,0.0,-1.08,1.66,0.51,0.0
20.760,0.0,0.0,0.0,-0.48,0.29,0.65,0.0
20.865,0.0,0.0,0.0,-0.2,-0.19,0.95,0.0
20.971,0.0,0.0,0.0,-0.36,0.46,1.27,0.0
21.074,0.01,0.0,0.0,0.75,1.01,-16.62,0.0
21.179,0.02,-0.02,0.0,-1.21,0.33,-21.82,0.0
21.282,0.02,-0.02,0.0,-5.84,-1.07,-22.18,0.0
21.390,0.02,-0.03,0.0,-11.32,-6.47,-19.67,0.0
21.492,0.01,-0.01,0.01,-13.18,-5.87,-8.19,0.0
21.600,0.01,0.0,0.0,-11.04,-3.2,-6.6,0.0
21.702,0.01,0.0,0.01,-9.38,-2.71,-3.46,0.0
21.809,0.01,0.0,0.01,-12.75,-4.91,-4.66,0.0
21.912,0.0,0.01,0.01,-21.94,-13.48,-5.34,0.0
22.019,-0.01,0.02,0.01,-25.22,-11.53,-7.06,0.0
22.121,0.0,0.02,0.01,-19.51,-4.19,-0.12,0.0
22.228,0.0,0.02,0.01,-20.03,-4.03,2.39,0.0
22.330,-0.01,0.04,0.01,-21.7,-7.94,4.85,0.0
22.438,-0.01,0.04,0.0,-16.25,-7.48,11.34,0.0
22.544,-0.02,0.04,0.0,-11.72,-2.79,0.82,0.0
22.647,-0.02,0.05,0.0,-16.97,-5.12,1.04,0.0
22.750,-0.01,0.04,0.01,-15.88,-2.29,3.92,0.0
22.857,-0.02,0.05,0.0,-4.17,4.55,10.39,0.0
22.960,-0.01,0.03,0.0,-8.85,-2.46,8.57,0.0
23.066,-0.04,0.04,0.0,-20.91,-12.25,0.55,0.0
23.169,0.01,0.1,-0.02,-8.79,-13.94,-10.2,0.0
23.277,0.0,0.05,-0.02,-9.13,-9.11,5.98,0.0
23.378,0.01,0.06,-0.01,-17.96,-2.63,9.66,0.0
23.486,0.03,0.04,-0.01,-11.86,4.19,13.43,0.0
23.588,0.03,0.06,0.0,-15.1,5.03,20.05,0.0
23.695,0.03,0.07,-0.01,-11.81,5.87,15.27,0.0
23.797,0.02,0.08,-0.02,-6.99,3.03,13.67,0.0
23.904,0.01,0.08,-0.02,-3.85,0.44,9.27,0.0
24.006,0.02,0.05,-0.02,0.11,2.33,11.91,0.0
24.113,0.04,0.03,-0.01,-0.78,5.19,0.04,0.0
24.215,0.02,0.05,-0.02,0.48,7.46,2.17,0.0
24.322,0.02,0.06,-0.02,-2.07,5.0,0.34,0.0
24.424,0.02,0.05,-0.02,-0.07,5.33,-2.58,0.0
24.532,0.03,0.04,-0.02,1.88,5.2,-4.46,0.0
24.634,0.02,0.04,-0.02,-2.38,1.74,1.26,0.0
24.741,0.01,0.04,-0.02,-1.68,-3.62,11.56,0.0
24.844,0.02,0.05,-0.02,3.0,-3.22,12.95,0.0
24.950,0.0,0.08,-0.01,1.81,-5.27,13.3,0.0
25.053,0.01,0.06,-0.01,1.52,-6.55,8.62,0.0
25.159,0.0,0.06,-0.01,1.24,-7.82,10.68,0.0
25.261,0.0,0.03,-0.02,4.39,-7.46,-3.17,0.0
25.368,0.0,0.04,0.01,2.84,-4.85,-1.54,0.0
25.479,0.0,0.03,0.0,2.37,-4.19,-2.63,0.0
25.586,0.0,0.05,0.0,1.32,-3.75,-6.17,0.0
25.680,0.02,0.0,-0.04,5.94,-2.92,-1.99,0.0
25.788,0.01,0.0,-0.04,1.21,-2.85,-4.8,0.0
25.890,0.01,0.0,-0.03,-2.39,-0.55,8.4,0.0
25.997,0.01,0.0,-0.03,-1.21,-0.02,-0.19,0.0
26.100,0.01,0.01,-0.03,-0.95,1.19,-1.59,0.0
26.214,0.03,0.02,-0.03,-1.85,6.88,25.34,0.0
26.318,0.01,-0.01,-0.04,-16.1,2.47,10.75,0.0
26.419,0.0,-0.01,-0.04,-8.89,7.06,13.91,0.0
26.520,0.0,0.0,-0.04,-0.64,8.6,11.93,0.0
26.625,0.0,0.0,-0.04,-5.33,2.64,2.42,0.0
26.725,0.0,0.01,-0.04,-5.53,-2.31,5.97,0.0
26.827,0.0,0.02,-0.04,-6.13,1.95,6.58,0.0
26.930,0.0,0.02,-0.04,-2.23,3.03,4.46,0.0
27.032,0.0,0.02,-0.03,-3.34,1.72,2.56,0.0
27.134,0.0,0.02,-0.03,-3.36,0.97,2.27,0.0
27.237,0.0,0.02,-0.03,-2.14,1.13,4.23,0.0
27.339,0.0,0.02,-0.03,-1.77,-0.55,2.28,0.0
27.442,0.0,0.02,-0.03,-0.73,1.25,1.04,0.0
27.544,0.0,0.02,-0.03,0.14,0.26,0.98,0.0
27.646,0.0,0.02,-0.03,-0.49,1.38,2.54,0.0
27.749,0.0,0.02,-0.03,-0.32,3.74,1.46,0.0
27.851,0.0,0.02,-0.03,-0.19,2.3,-0.45,0.0
27.954,0.0,0.02,-0.03,-0.1,-3.01,-1.08,0.0
28.056,0.0,0.02,-0.03,-0.17,-1.47,-0.61,0.0
28.154,0.0,0.02,-0.03,-0.19,-0.16,0.29,0.0
28.261,0.0,0.02,-0.03,-0.21,1.47,-0.46,0.0
28.363,0.0,0.02,-0.03,-0.32,3.02,1.06,0.0
28.466,0.0,0.02,-0.03,-0.42,2.02,2.1,0.0
28.569,0.0,0.02,-0.03,-0.46,1.76,2.01,0.0
28.671,0.0,0.02,-0.03,-0.47,1.12,2.39,0.0
28.769,0.0,0.02,-0.03,-0.43,0.13,1.9,0.0
28.870,0.0,0.02,-0.03,-0.45,0.39,1.73,0.0
28.978,0.0,0.02,-0.03,-0.37,3.49,0.45,0.0
29.074,0.0,0.02,-0.03,-0.44,2.08,1.62,0.0
29.177,0.0,0.02,-0.03,-0.41,1.5,0.66,0.0
29.280,0.0,0.02,-0.03,-0.36,2.71,1.42,0.0
29.382,0.0,0.02,-0.03,-0.58,0.08,2.97,0.0
29.484,0.0,0.02,-0.03,-0.59,-1.56,1.46,0.0
29.587,0.0,0.02,-0.03,-0.79,4.98,4.88,0.0
29.689,0.0,0.02,-0.03,0.04,5.21,-1.11,0.0
29.791,0.0,0.02,-0.03,-0.65,0.15,-0.19,0.0
29.892,0.0,0.02,-0.03,-1.42,0.7,1.71,0.0
29.995,0.0,0.02,-0.03,-1.22,1.19,0.76,0.0
30.097,0.0,0.02,-0.03,-1.21,-1.66,1.71,0.0
30.199,0.0,0.02,-0.03,-1.75,-0.34,0.62,0.0
30.302,0.0,0.02,-0.03,-1.47,1.08,1.23,0.0
30.404,0.0,0.02,-0.03,-1.24,0.31,1.41,0.0
30.506,0.0,0.02,-0.03,-0.99,0.29,0.77,0.0
30.609,0.0,0.02,-0.03,-0.8,0.65,1.06,0.0
30.710,0.0,0.02,-0.03,-0.87,-1.45,-0.01,0.0
30.812,0.0,0.02,-0.03,-0.78,-0.01,0.58,0.0
30.915,0.0,0.02,-0.03,-0.72,1.11,1.21,0.0
31.017,0.0,0.02,-0.03,-0.73,-0.02,0.71,0.0
31.231,0.0,0.02,-0.03,-0.65,0.59,1.05,0.0
31.246,0.0,0.02,-0.03,-0.55,0.57,0.2,0.0
31.333,0.0,0.02,-0.03,-0.58,0.04,0.51,1.0
31.436,0.0,0.02,-0.03,-0.54,0.42,0.7,1.0
31.653,0.0,0.02,-0.03,-0.56,1.06,0.46,1.0
31.698,0.0,0.02,-0.03,-0.26,1.2,0.48,1.0
31.746,0.04,0.07,-0.03,3.18,-3.7,-92.66,1.0
31.850,-0.04,0.2,0.01,13.98,-1.42,-23.39,1.0
32.041,-0.09,0.26,0.04,26.85,5.7,-24.29,1.0
32.086,-0.1,0.27,0.1,45.72,14.12,-9.49,1.0
32.164,-0.08,0.21,0.16,66.23,25.41,13.62,1.0
32.266,-0.03,0.12,0.19,73.04,27.72,18.86,1.0
32.451,0.0,0.01,0.21,66.16,16.63,9.72,1.0
32.496,0.01,-0.07,0.21,64.03,9.0,2.3,1.0
32.582,0.02,-0.16,0.2,62.12,6.53,3.59,1.0
32.685,0.02,-0.24,0.17,57.61,5.67,9.9,1.0
32.860,0.01,-0.32,0.15,52.54,8.67,27.53,1.0
32.905,-0.01,-0.38,0.14,42.5,12.22,36.21,1.0
33.000,-0.02,-0.42,0.14,17.41,13.77,28.29,1.0
33.103,-0.01,-0.4,0.16,-16.98,10.59,4.94,1.0
33.270,0.0,-0.3,0.2,-49.95,1.81,-22.67,1.0
33.316,-0.01,-0.19,0.22,-63.93,-5.53,-30.77,1.0
33.419,-0.03,-0.07,0.21,-65.29,-8.36,-23.39,1.0
33.521,-0.04,0.04,0.2,-56.54,-4.89,-8.51,1.0
33.690,-0.05,0.1,0.18,-45.32,-2.46,-15.1,1.0
33.736,-0.03,0.19,0.13,-45.54,-2.53,11.44,1.0
33.838,-0.04,0.27,0.11,-46.85,-6.82,-10.12,1.0
33.941,-0.07,0.34,0.1,-42.08,-9.0,-22.53,1.0
34.202,-0.1,0.39,0.08,-27.85,-6.72,-31.02,1.0
34.203,-0.12,0.4,0.09,-2.93,9.0,-12.08,1.0
34.256,-0.09,0.36,0.13,28.92,17.31,7.93,1.0
34.358,-0.05,0.26,0.17,54.64,18.71,31.04,1.0
34.500,-0.02,0.13,0.18,62.03,15.72,34.23,1.0
34.566,0.0,0.03,0.17,55.09,11.53,19.86,1.0
34.674,0.02,-0.06,0.16,42.26,7.27,-1.58,1.0
34.778,0.04,-0.11,0.13,34.9,9.15,-5.41,1.0
34.909,0.06,-0.16,0.11,34.53,11.36,3.51,1.0
34.984,0.07,-0.21,0.1,37.25,10.53,18.81,1.0
35.091,0.06,-0.28,0.09,29.81,8.6,30.98,1.0
35.194,0.05,-0.3,0.08,7.62,7.9,24.09,1.0
35.319,0.05,-0.28,0.1,-22.25,5.15,2.0,1.0
35.401,0.05,-0.19,0.14,-49.17,0.17,-21.12,1.0
35.515,0.04,-0.08,0.16,-63.07,-4.88,-32.71,1.0
35.738,0.02,0.07,0.16,-58.8,-8.45,-23.97,1.0
35.784,0.0,0.15,0.15,-45.2,-8.29,-6.95,1.0
35.828,0.0,0.21,0.13,-34.02,-7.64,6.16,1.0
35.924,0.0,0.25,0.1,-30.48,-8.45,5.92,1.0
36.028,-0.02,0.3,0.08,-31.66,-10.14,-6.38,1.0
36.138,-0.05,0.35,0.07,-30.2,-9.56,-21.66,1.0
36.235,-0.08,0.38,0.06,-18.79,-4.29,-24.22,1.0
36.342,-0.09,0.38,0.07,3.08,5.02,-11.93,1.0
36.444,-0.07,0.32,0.11,29.11,13.19,8.88,1.0
36.556,-0.03,0.21,0.14,52.24,15.43,28.98,1.0
36.767,0.01,0.01,0.13,47.79,9.39,14.63,1.0
36.865,0.02,-0.05,0.11,35.42,7.86,0.17,1.0
36.971,0.04,-0.1,0.09,26.91,7.84,-5.33,1.0
37.073,0.05,-0.13,0.07,26.71,8.62,3.26,1.0
37.181,0.06,-0.17,0.06,26.99,8.41,16.05,1.0
37.283,0.06,-0.2,0.05,20.27,7.04,23.37,1.0
37.390,0.06,-0.21,0.05,-2.47,4.77,14.5,1.0
37.493,0.06,-0.17,0.08,-27.69,1.59,-3.97,1.0
37.600,0.05,-0.08,0.11,-48.09,-3.45,-21.37,1.0
37.702,0.03,0.03,0.12,-55.59,-8.03,-27.61,1.0
37.809,0.0,0.13,0.12,-50.64,-9.66,-19.62,1.0
37.912,-0.02,0.21,0.11,-36.7,-8.57,-3.18,1.0
38.020,-0.02,0.26,0.09,-27.32,-7.77,5.62,1.0
38.122,-0.03,0.29,0.07,-23.92,-7.92,3.06,1.0
38.230,-0.04,0.32,0.06,-23.9,-8.22,-7.04,1.0
38.337,-0.07,0.35,0.06,-19.78,-6.55,-17.51,1.0
38.516,-0.08,0.36,0.06,-7.13,-1.03,-15.97,1.0
38.562,-0.08,0.34,0.07,12.5,6.59,-3.63,1.0
38.646,-0.06,0.28,0.09,33.02,12.05,12.95,1.0
38.750,-0.03,0.19,0.11,46.86,13.19,23.95,1.0
38.857,-0.01,0.07,0.1,47.98,10.92,21.02,1.0
38.959,0.01,0.0,0.09,38.99,8.71,9.33,1.0
39.065,0.02,-0.05,0.08,28.79,7.36,-1.0,1.0
39.167,0.03,-0.07,0.06,22.68,7.11,-3.14,1.0
39.276,0.04,-0.1,0.04,20.6,7.27,5.28,1.0
39.378,0.05,-0.13,0.04,17.97,6.59,14.12,1.0
39.484,0.05,-0.14,0.03,8.8,5.1,16.17,1.0
39.587,0.05,-0.13,0.04,-8.59,2.68,8.12,1.0
39.694,0.04,-0.06,0.06,-32.17,-2.02,-9.16,1.0
39.797,0.02,0.02,0.08,-45.06,-6.51,-19.68,1.0
39.905,0.0,0.11,0.09,-47.5,-9.38,-20.5,1.0
40.007,-0.03,0.19,0.09,-41.22,-9.64,-12.24,1.0
40.114,-0.04,0.25,0.09,-29.58,-8.14,-0.32,1.0
40.217,-0.05,0.29,0.07,-22.57,-7.25,3.68,1.0
40.324,-0.06,0.31,0.06,-19.57,-7.06,-0.39,1.0
40.425,-0.07,0.33,0.06,-17.35,-6.43,-8.03,1.0
40.533,-0.09,0.34,0.05,-9.54,-3.19,-12.41,1.0
40.638,-0.09,0.33,0.06,3.91,2.31,-7.43,1.0
40.743,-0.08,0.29,0.07,20.52,8.05,3.65,1.0
40.844,-0.05,0.23,0.08,35.19,11.33,15.07,1.0
40.954,-0.03,0.13,0.08,42.82,11.27,19.53,1.0
41.054,-0.01,0.05,0.08,39.46,9.62,13.68,1.0
41.170,0.0,-0.01,0.07,31.28,7.99,4.97,1.0
41.274,0.01,-0.04,0.05,23.6,6.94,-0.66,1.0
41.370,0.02,-0.06,0.04,18.15,6.54,1.2,1.0
41.473,0.03,-0.08,0.03,15.16,6.1,7.18,1.0
41.581,0.03,-0.09,0.02,9.56,4.98,11.41,1.0
41.682,0.03,-0.09,0.02,-1.89,2.87,9.17,1.0
41.788,0.03,-0.05,0.03,-17.51,-0.24,0.37,1.0
41.891,0.01,0.02,0.06,-34.1,-4.93,-11.74,1.0
41.998,-0.01,0.09,0.07,-40.72,-8.09,-16.18,1.0
42.100,-0.03,0.16,0.08,-39.48,-9.35,-13.54,1.0
42.215,-0.05,0.22,0.07,-32.9,-8.75,-6.34,1.0
42.310,-0.06,0.27,0.07,-23.98,-7.37,0.61,1.0
42.417,-0.07,0.29,0.06,-18.95,-6.6,0.93,1.0
42.520,-0.08,0.31,0.05,-15.52,-5.93,-3.41,1.0
42.627,-0.09,0.32,0.04,-10.9,-4.29,-7.7,1.0
42.732,-0.09,0.31,0.04,-2.39,-0.8,-7.6,1.0
42.838,-0.08,0.28,0.05,12.9,5.04,-0.17,1.0
42.939,-0.07,0.23,0.06,25.83,8.9,8.63,1.0
43.047,-0.04,0.16,0.07,34.68,10.49,14.55,1.0
43.149,-0.03,0.09,0.07,36.84,10.07,14.57,1.0
43.256,-0.01,0.02,0.06,31.63,8.43,7.96,1.0
43.359,0.0,-0.02,0.05,24.93,7.2,2.57,1.0
43.465,0.01,-0.05,0.04,19.27,6.47,0.82,1.0
43.569,0.02,-0.06,0.03,15.12,5.99,3.4,1.0
43.675,0.03,-0.07,0.02,9.38,4.87,7.79,1.0
43.777,0.03,-0.07,0.02,1.08,3.1,7.7,1.0
43.883,0.02,-0.05,0.02,-11.0,0.39,2.7,1.0
43.986,0.01,-0.01,0.04,-23.49,-2.99,-5.0,1.0
44.094,-0.01,0.06,0.05,-33.67,-6.76,-11.72,1.0
44.196,-0.02,0.13,0.06,-35.61,-8.49,-11.98,1.0
44.347,-0.04,0.18,0.06,-32.17,-8.56,-7.87,1.0
44.408,-0.06,0.22,0.06,-26.22,-7.7,-2.73,1.0
44.512,-0.07,0.25,0.05,-19.63,-6.6,-0.02,1.0
44.615,-0.07,0.27,0.04,-15.35,-5.74,-1.71,1.0
44.722,-0.08,0.28,0.03,-10.78,-4.36,-4.91,1.0
44.825,-0.09,0.28,0.03,-4.04,-1.76,-5.7,1.0
44.933,-0.08,0.25,0.04,8.17,3.03,-1.42,1.0
45.034,-0.07,0.21,0.05,19.27,6.78,5.0,1.0
45.143,-0.05,0.15,0.05,28.06,9.03,10.42,1.0
45.244,-0.03,0.09,0.05,32.06,9.48,12.23,1.0
45.352,-0.01,0.02,0.05,30.16,8.51,8.76,1.0
45.453,0.0,-0.02,0.04,25.21,7.41,4.5,1.0
45.561,0.01,-0.05,0.04,20.01,6.56,2.13,1.0
45.663,0.02,-0.07,0.03,15.45,5.88,2.84,1.0
45.772,0.03,-0.08,0.02,10.79,5.02,5.26,1.0
45.875,0.03,-0.08,0.02,2.82,3.26,6.18,1.0
45.979,0.02,-0.06,0.02,-6.95,0.87,3.22,1.0
46.082,0.02,-0.02,0.03,-17.69,-2.12,-2.37,1.0
46.188,0.0,0.02,0.04,-26.42,-5.05,-7.53,1.0
46.291,-0.01,0.08,0.05,-30.88,-7.19,-9.76,1.0
46.397,-0.03,0.14,0.05,-30.09,-8.05,-7.69,1.0
46.501,-0.05,0.18,0.05,-25.96,-7.57,-3.96,1.0
46.608,-0.06,0.21,0.04,-21.12,-6.77,-1.37,1.0
46.710,-0.06,0.22,0.03,-16.7,-5.93,-1.26,1.0
46.817,-0.07,0.24,0.03,-11.26,-4.44,-3.49,1.0
46.921,-0.07,0.24,0.02,-5.29,-2.26,-4.29,1.0
47.028,-0.07,0.22,0.03,3.05,0.95,-2.48,1.0
