t_sec,ax,ay,az,gx,gy,gz,lap
484.734,-0.02,-0.06,0.01,-12.37,-1.01,-10.33,0.0
484.836,0.04,-0.1,0.01,-14.98,0.73,-27.34,0.0
484.944,0.04,-0.12,0.01,-17.83,2.72,-26.0,0.0
485.046,0.05,-0.1,0.0,-20.43,2.47,-4.02,0.0
485.154,0.04,-0.07,0.01,-16.01,-0.66,19.1,0.0
485.256,0.05,-0.05,0.03,-26.25,-17.48,32.97,0.0
485.364,0.0,0.0,0.03,-41.94,-30.97,41.9,0.0
485.466,0.01,0.04,0.04,-38.45,-10.93,37.04,0.0
485.574,0.04,0.04,0.06,-23.37,5.47,29.59,0.0
485.677,0.02,0.07,0.04,-33.16,-5.31,5.87,0.0
485.783,0.0,0.09,0.04,-32.93,-7.46,11.54,0.0
485.885,-0.01,0.11,0.03,-33.62,0.76,-19.97,0.0
485.993,-0.02,0.11,0.01,-24.5,2.15,-9.85,0.0
486.095,0.0,0.11,0.0,-18.55,-2.89,-13.94,0.0
486.206,0.01,0.12,0.0,-17.93,-14.5,-16.43,0.0
486.308,0.0,0.1,0.0,-4.77,-12.41,-1.27,0.0
486.412,0.01,0.11,-0.01,0.91,-9.16,13.96,0.0
486.515,0.02,0.08,-0.01,5.8,-13.61,9.8,0.0
486.622,-0.01,0.06,-0.02,2.04,-9.08,-1.97,0.0
486.724,-0.01,0.07,-0.01,1.5,-3.04,-2.49,0.0
486.831,-0.01,0.06,-0.01,-4.55,0.95,-1.85,0.0
486.933,-0.01,0.07,-0.01,-4.78,-2.81,-2.86,0.0
487.041,0.0,0.07,-0.02,-6.72,6.22,5.95,0.0
487.143,0.0,0.06,-0.02,-4.91,6.37,0.99,0.0
487.250,0.0,0.06,-0.02,-6.81,8.03,2.99,0.0
487.352,0.0,0.05,-0.02,-3.38,6.36,3.62,0.0
487.460,-0.01,0.04,-0.02,-1.73,-0.53,0.41,0.0
487.562,-0.04,0.01,-0.02,-2.75,0.23,1.15,0.0
487.670,-0.03,0.01,-0.02,-1.49,-7.0,-1.59,0.0
487.771,-0.04,0.03,-0.03,-8.03,-6.57,-3.24,0.0
487.879,-0.03,0.03,-0.02,-6.53,-4.28,4.06,0.0
487.981,-0.02,0.03,-0.02,-4.02,-0.78,1.46,0.0
488.257,0.0,0.03,-0.03,-2.29,-3.42,-1.54,0.0
488.258,0.0,0.02,-0.02,-3.25,-5.13,-13.32,0.0
488.302,-0.01,0.03,-0.03,0.71,-4.02,-10.18,0.0
488.398,-0.01,0.03,-0.03,1.33,0.38,-1.93,0.0
488.553,-0.01,0.04,-0.03,-7.75,12.68,3.99,0.0
488.613,-0.01,0.03,-0.03,-10.35,11.12,2.44,0.0
488.717,-0.01,0.03,-0.03,-7.95,9.13,2.13,0.0
488.818,-0.01,0.03,-0.03,-6.56,6.48,0.29,0.0
489.077,-0.01,0.03,-0.03,-5.42,-0.18,-2.99,0.0
489.077,-0.01,0.03,-0.03,-3.78,-1.08,-2.62,0.0
489.122,-0.01,0.03,-0.03,-2.7,0.76,-1.59,0.0
489.224,-0.01,0.03,-0.03,-1.92,2.21,-0.18,0.0
489.475,-0.01,0.03,-0.03,-1.45,1.12,-3.0,0.0
489.533,-0.01,0.03,-0.03,-0.82,1.61,-0.99,0.0
489.583,-0.01,0.03,-0.03,-0.53,0.63,-2.53,0.0
489.633,-0.01,0.03,-0.03,-0.2,0.99,-2.85,0.0
489.735,-0.01,0.03,-0.04,-1.13,3.06,-2.76,0.0
489.998,-0.01,0.03,-0.03,-0.95,1.8,-1.66,0.0
490.013,-0.01,0.03,-0.03,-0.8,2.14,-1.91,0.0
490.043,-0.01,0.03,-0.03,-0.69,2.18,-1.46,0.0
490.140,-0.01,0.03,-0.03,-0.59,2.26,-1.31,0.0
490.294,-0.01,0.03,-0.03,-1.99,2.1,-3.18,0.0
490.343,-0.01,0.03,-0.03,-1.74,1.85,-2.82,0.0
490.448,-0.01,0.03,-0.03,-1.39,1.46,-2.96,0.0
490.564,-0.01,0.03,-0.03,-1.15,-0.22,-2.85,0.0
490.848,-0.01,0.03,-0.03,-0.87,0.51,-2.1,0.0
490.861,-0.01,0.03,-0.04,-0.66,1.75,-1.11,0.0
490.919,-0.01,0.03,-0.04,-0.58,1.39,-1.84,0.0
490.964,-0.01,0.03,-0.04,-0.51,1.77,-1.24,0.0
491.226,-0.01,0.03,-0.03,-0.54,1.04,-1.45,0.0
491.226,-0.01,0.03,-0.03,-0.59,0.62,-2.85,0.0
491.270,-0.01,0.03,-0.03,-0.6,-0.52,-3.4,0.0
491.359,-0.01,0.03,-0.03,-0.49,0.74,-1.7,0.0
491.524,-0.01,0.03,-0.04,0.55,-0.62,-2.18,0.0
491.568,-0.01,0.03,-0.04,0.73,-1.33,-5.69,0.0
491.667,-0.01,0.03,-0.03,-4.45,5.19,-4.1,0.0
491.931,-0.01,0.03,-0.03,-1.46,-0.45,-0.39,0.0
491.976,-0.01,0.03,-0.03,-1.07,-3.2,-4.78,0.0
492.074,-0.01,0.03,-0.03,-0.74,0.03,-1.23,0.0
492.176,-0.01,0.03,-0.03,-0.75,1.67,0.87,0.0
492.341,-0.01,0.03,-0.03,-0.85,1.53,0.47,0.0
492.386,-0.01,0.03,-0.03,-1.18,-1.47,-2.68,0.0
492.483,-0.01,0.03,-0.03,-1.23,1.19,-0.34,0.0
492.585,-0.01,0.03,-0.03,-1.41,0.66,-3.66,0.0
492.752,-0.01,0.03,-0.03,-1.31,1.13,-0.94,0.0
492.796,-0.01,0.03,-0.03,-1.36,1.77,-2.12,0.0
492.992,-0.01,0.03,-0.03,-1.14,2.43,-1.63,0.0
493.162,-0.01,0.03,-0.03,-1.12,-0.31,-3.1,0.0
493.207,-0.03,0.14,-0.02,-2.49,1.7,-61.38,0.0
493.296,-0.1,0.25,0.01,8.58,10.84,-38.98,0.0
493.401,-0.12,0.32,0.03,25.54,16.39,-22.1,0.0
493.504,-0.12,0.34,0.1,41.38,21.99,-9.83,1.0
493.618,-0.07,0.29,0.16,63.92,28.31,11.12,1.0
493.721,-0.03,0.2,0.18,71.83,25.6,14.23,1.0
493.828,0.0,0.11,0.2,64.74,13.5,2.18,1.0
493.930,0.0,0.03,0.21,63.37,8.15,-3.63,1.0
494.038,0.01,-0.07,0.19,65.42,9.28,-0.38,1.0
494.142,0.02,-0.17,0.17,63.64,11.91,9.83,1.0
494.248,0.02,-0.25,0.15,60.08,13.33,23.37,1.0
494.350,0.01,-0.32,0.13,52.52,13.76,32.65,1.0
494.459,0.0,-0.38,0.11,23.3,10.85,22.08,1.0
494.560,0.0,-0.37,0.13,-12.39,6.7,1.86,1.0
494.667,0.01,-0.3,0.17,-42.49,2.26,-17.33,1.0
494.769,0.01,-0.2,0.19,-59.97,-0.92,-25.73,1.0
494.877,0.01,-0.06,0.2,-65.05,-2.59,-19.79,1.0
494.979,0.01,0.05,0.2,-57.35,-1.09,-6.49,1.0
495.086,0.02,0.14,0.18,-49.14,-1.69,3.31,1.0
495.189,0.02,0.21,0.16,-48.69,-6.36,-0.05,1.0
495.296,-0.01,0.31,0.13,-51.15,-11.94,-13.77,1.0
495.399,-0.05,0.38,0.12,-46.5,-12.51,-25.39,1.0
495.506,-0.09,0.43,0.1,-32.89,-7.55,-28.25,1.0
495.608,-0.12,0.45,0.11,-9.94,3.22,-18.71,1.0
495.716,-0.09,0.4,0.15,26.34,16.05,5.41,1.0
495.819,-0.05,0.31,0.18,52.15,17.52,24.1,1.0
495.926,-0.02,0.2,0.18,61.35,12.01,26.09,1.0
496.028,-0.01,0.09,0.18,56.33,6.72,13.11,1.0
496.139,0.0,-0.01,0.16,44.77,4.45,-3.85,1.0
496.242,0.02,-0.07,0.14,39.46,6.3,-7.66,1.0
496.346,0.03,-0.13,0.12,40.92,9.62,1.52,1.0
496.465,0.04,-0.19,0.1,44.09,10.48,16.68,1.0
496.553,0.04,-0.27,0.08,36.72,7.76,28.88,1.0
496.656,0.03,-0.3,0.08,14.83,5.65,21.14,1.0
496.764,0.02,-0.29,0.1,-15.98,4.12,2.57,1.0
496.866,0.03,-0.21,0.13,-45.47,1.32,-17.97,1.0
496.973,0.02,-0.1,0.16,-61.79,-2.23,-29.11,1.0
497.075,0.01,0.04,0.16,-59.95,-4.1,-21.61,1.0
497.183,0.01,0.13,0.15,-47.83,-4.26,-5.96,1.0
497.285,0.01,0.19,0.14,-37.23,-5.48,5.74,1.0
497.392,0.0,0.24,0.11,-34.23,-7.6,4.67,1.0
497.494,-0.02,0.3,0.09,-37.27,-9.57,-9.33,1.0
497.603,-0.05,0.36,0.08,-36.61,-9.04,-22.09,1.0
497.704,-0.08,0.4,0.08,-25.63,-4.03,-25.73,1.0
497.812,-0.09,0.4,0.08,-3.09,4.99,-15.3,1.0
497.914,-0.06,0.35,0.12,30.39,13.17,8.44,1.0
498.021,-0.04,0.25,0.14,51.53,12.98,24.11,1.0
498.123,-0.02,0.14,0.14,57.49,9.21,24.48,1.0
498.233,-0.01,0.04,0.13,49.9,6.24,11.34,1.0
498.332,0.01,-0.02,0.12,37.7,5.47,-2.67,1.0
498.441,0.02,-0.07,0.09,29.56,6.76,-8.15,1.0
498.543,0.04,-0.11,0.07,30.52,8.06,0.34,1.0
498.649,0.04,-0.16,0.06,32.54,7.44,13.38,1.0
498.752,0.04,-0.2,0.05,27.36,5.41,21.96,1.0
498.861,0.03,-0.22,0.05,4.79,3.64,15.05,1.0
498.961,0.03,-0.19,0.07,-22.26,2.35,-1.71,1.0
499.068,0.03,-0.11,0.1,-45.92,-0.45,-18.83,1.0
499.170,0.02,0.0,0.12,-56.66,-3.81,-26.2,1.0
499.278,0.0,0.12,0.12,-51.41,-5.8,-17.36,1.0
499.380,-0.01,0.19,0.12,-39.37,-6.06,-3.75,1.0
499.490,-0.01,0.24,0.1,-29.36,-6.48,5.61,1.0
499.591,-0.02,0.28,0.08,-26.15,-7.13,4.03,1.0
499.698,-0.03,0.32,0.07,-27.86,-7.21,-8.46,1.0
499.800,-0.05,0.35,0.07,-25.73,-5.54,-18.27,1.0
499.908,-0.07,0.37,0.06,-13.91,-0.67,-18.81,1.0
500.010,-0.07,0.36,0.07,6.98,6.0,-7.93,1.0
500.126,-0.05,0.29,0.1,34.41,10.73,11.49,1.0
500.219,-0.03,0.2,0.11,49.02,10.08,21.29,1.0
500.326,-0.01,0.1,0.11,50.49,7.78,18.56,1.0
500.429,0.0,0.02,0.1,41.76,6.32,7.18,1.0
500.536,0.01,-0.04,0.08,29.16,5.97,-4.86,1.0
500.638,0.02,-0.07,0.06,24.09,6.31,-5.76,1.0
500.749,0.03,-0.1,0.05,23.94,6.31,1.93,1.0
500.854,0.04,-0.13,0.04,23.17,5.23,11.83,1.0
500.956,0.04,-0.15,0.03,12.73,3.37,15.39,1.0
501.057,0.03,-0.14,0.04,-6.29,2.13,7.21,1.0
501.164,0.03,-0.09,0.06,-28.39,0.23,-6.8,1.0
501.267,0.02,-0.01,0.08,-44.88,-2.69,-18.52,1.0
501.374,0.0,0.1,0.1,-49.66,-5.85,-20.48,1.0
501.476,-0.01,0.18,0.1,-42.75,-6.71,-11.84,1.0
501.584,-0.03,0.24,0.1,-32.21,-6.59,-1.44,1.0
501.686,-0.03,0.28,0.08,-24.44,-6.37,3.8,1.0
501.794,-0.04,0.31,0.07,-21.75,-6.07,-1.08,1.0
501.896,-0.05,0.34,0.06,-20.95,-5.14,-9.55,1.0
502.004,-0.06,0.36,0.06,-15.66,-2.75,-14.7,1.0
502.108,-0.07,0.36,0.06,-2.31,1.81,-11.6,1.0
502.214,-0.06,0.31,0.08,20.03,7.24,1.52,1.0
502.327,-0.04,0.24,0.09,36.54,9.05,12.79,1.0
502.424,-0.02,0.16,0.09,44.46,8.36,16.92,1.0
502.525,-0.01,0.08,0.08,42.19,7.04,11.92,1.0
502.637,0.0,0.02,0.07,33.7,6.13,3.02,1.0
502.734,0.01,-0.03,0.06,24.07,5.63,-3.97,1.0
502.842,0.02,-0.05,0.04,20.23,5.41,-2.22,1.0
502.944,0.02,-0.07,0.03,18.65,4.83,4.22,1.0
503.050,0.03,-0.09,0.02,14.76,3.72,10.15,1.0
503.154,0.02,-0.1,0.02,4.52,2.41,10.01,1.0
503.260,0.02,-0.06,0.03,-15.47,0.53,0.55,1.0
503.364,0.01,-0.01,0.05,-31.92,-1.89,-10.03,1.0
503.470,0.0,0.07,0.07,-41.67,-4.54,-16.22,1.0
503.573,-0.01,0.15,0.08,-42.24,-6.32,-15.0,1.0
503.680,-0.03,0.22,0.08,-34.11,-6.59,-6.34,1.0
503.782,-0.04,0.26,0.07,-25.94,-6.11,0.18,1.0
503.891,-0.05,0.29,0.06,-20.58,-5.58,1.42,1.0
503.993,-0.06,0.31,0.06,-18.05,-4.9,-2.95,1.0
504.100,-0.07,0.33,0.05,-14.07,-3.14,-9.55,1.0
504.202,-0.07,0.33,0.05,-5.69,-0.23,-10.22,1.0
504.310,-0.07,0.31,0.05,8.09,3.71,-4.66,1.0
504.412,-0.06,0.26,0.07,23.17,6.85,4.27,1.0
504.519,-0.04,0.18,0.07,36.13,8.01,12.01,1.0
504.622,-0.02,0.1,0.07,38.6,7.38,11.94,1.0
504.729,-0.01,0.04,0.06,34.15,6.43,6.35,1.0
504.830,0.0,0.0,0.05,26.97,5.68,0.28,1.0
504.938,0.01,-0.04,0.04,20.12,5.03,-2.16,1.0
505.040,0.01,-0.05,0.03,16.75,4.55,0.89,1.0
505.151,0.02,-0.07,0.02,13.18,3.73,5.51,1.0
505.253,0.02,-0.07,0.02,6.29,2.6,7.32,1.0
505.356,0.02,-0.05,0.02,-8.46,0.76,2.68,1.0
505.458,0.01,-0.01,0.03,-22.48,-1.32,-4.87,1.0
505.565,0.0,0.05,0.05,-33.12,-3.73,-11.26,1.0
505.667,-0.01,0.11,0.06,-37.21,-5.61,-12.99,1.0
505.775,-0.03,0.18,0.06,-33.7,-6.34,-8.41,1.0
505.877,-0.04,0.23,0.06,-27.28,-5.95,-3.02,1.0
505.985,-0.05,0.26,0.05,-21.42,-5.34,-0.19,1.0
506.087,-0.06,0.28,0.05,-17.39,-4.61,-1.51,1.0
506.195,-0.06,0.29,0.04,-12.97,-3.21,-6.05,1.0
506.298,-0.07,0.29,0.04,-6.68,-1.12,-7.75,1.0
506.404,-0.07,0.28,0.04,3.69,1.98,-5.26,1.0
506.506,-0.06,0.24,0.05,16.12,5.04,0.77,1.0
506.613,-0.04,0.19,0.05,26.99,6.88,6.95,1.0
506.715,-0.02,0.11,0.06,33.44,7.19,9.77,1.0
506.822,-0.01,0.04,0.05,32.29,6.54,7.14,1.0
506.924,0.0,0.0,0.05,27.4,5.73,2.65,1.0
507.031,0.01,-0.04,0.04,21.92,5.08,-0.44,1.0
507.134,0.01,-0.06,0.03,17.46,4.52,-0.26,1.0
507.240,0.02,-0.07,0.02,12.71,3.69,3.09,1.0
507.342,0.02,-0.08,0.02,6.95,2.69,5.08,1.0
507.449,0.02,-0.07,0.02,-2.29,1.31,3.7,1.0
507.551,0.01,-0.04,0.02,-13.92,-0.48,-1.18,1.0
507.659,0.01,0.02,0.04,-26.28,-3.03,-7.72,1.0
507.761,-0.01,0.07,0.05,-31.81,-4.88,-10.34,1.0
507.869,-0.02,0.13,0.05,-32.01,-5.81,-9.01,1.0
507.971,-0.03,0.17,0.05,-28.19,-5.82,-5.32,1.0
508.079,-0.04,0.21,0.04,-22.12,-5.16,-1.71,1.0
508.181,-0.05,0.23,0.04,-17.78,-4.47,-1.65,1.0
508.357,-0.05,0.24,0.03,-13.84,-3.49,-3.8,1.0
508.422,-0.06,0.25,0.03,-8.74,-1.94,-5.87,1.0
508.496,-0.06,0.24,0.03,0.99,0.93,-4.85,1.0
508.599,-0.05,0.21,0.03,11.45,3.72,-0.66,1.0
508.706,-0.03,0.16,0.04,21.21,5.77,4.21,1.0
508.809,-0.02,0.1,0.04,27.77,6.66,7.27,1.0
508.916,-0.01,0.03,0.05,29.55,6.46,6.71,1.0
509.018,0.0,-0.01,0.04,26.65,5.78,3.69,1.0
509.125,0.01,-0.05,0.04,22.23,5.09,0.95,1.0
509.227,0.02,-0.07,0.03,17.93,4.48,0.31,1.0
509.334,0.02,-0.09,0.02,13.01,3.69,2.17,1.0
509.436,0.02,-0.09,0.02,7.73,2.77,3.82,1.0
509.549,0.02,-0.08,0.02,0.06,1.51,3.14,1.0
509.645,0.02,-0.06,0.02,-9.83,-0.16,-0.22,1.0
509.752,0.01,-0.02,0.03,-19.46,-2.07,-4.67,1.0
509.855,0.0,0.03,0.04,-27.11,-4.16,-8.1,1.0
509.963,-0.01,0.08,0.04,-28.82,-5.21,-7.97,1.0
510.066,-0.02,0.13,0.04,-26.81,-5.43,-5.59,1.0
510.171,-0.03,0.16,0.04,-22.93,-5.07,-2.99,1.0
510.273,-0.04,0.18,0.03,-18.91,-4.48,-2.02,1.0
510.381,-0.04,0.2,0.02,-14.2,-3.48,-3.26,1.0
510.483,-0.05,0.2,0.02,-9.36,-2.13,-4.79,1.0
510.591,-0.05,0.2,0.02,-2.78,-0.25,-4.65,1.0
510.693,-0.04,0.18,0.02,5.94,2.18,-2.2,1.0
510.801,-0.03,0.13,0.03,16.65,4.75,2.46,1.0
510.903,-0.02,0.08,0.04,23.26,5.94,5.35,1.0
511.010,-0.01,0.03,0.04,26.22,6.19,5.93,1.0
511.112,0.0,-0.02,0.04,25.51,5.82,4.24,1.0
511.220,0.01,-0.06,0.04,21.71,5.07,1.55,1.0
511.323,0.02,-0.08,0.03,18.0,4.45,0.67,1.0
511.430,0.02,-0.09,0.02,14.15,3.81,1.43,1.0
511.531,0.02,-0.1,0.02,9.52,3.03,2.83,1.0
511.638,0.02,-0.09,0.02,1.77,1.71,2.64,1.0
511.740,0.02,-0.07,0.02,-6.85,0.2,0.24,1.0
511.847,0.01,-0.04,0.02,-15.56,-1.57,-3.43,1.0
511.949,0.01,0.0,0.03,-22.24,-3.25,-6.21,1.0
512.058,-0.01,0.05,0.03,-25.77,-4.62,-6.99,1.0
512.160,-0.01,0.09,0.03,-25.07,-5.0,-5.46,1.0
512.269,-0.02,0.12,0.03,-22.27,-4.8,-3.45,1.0
512.369,-0.03,0.15,0.03,-18.86,-4.3,-2.37,1.0
512.477,-0.03,0.17,0.02,-14.56,-3.45,-3.02,1.0
512.579,-0.04,0.17,0.02,-10.11,-2.33,-4.13,1.0
512.687,-0.04,0.17,0.01,-4.26,-0.71,-4.18,1.0
512.790,-0.03,0.15,0.01,3.41,1.42,-2.4,1.0
512.897,-0.02,0.11,0.02,13.17,3.91,1.42,1.0
513.001,-0.01,0.07,0.03,19.62,5.25,4.03,1.0
513.106,0.0,0.02,0.03,23.1,5.75,4.93,1.0
513.210,0.01,-0.02,0.03,23.44,5.59,3.93,1.0
513.316,0.01,-0.06,0.03,20.85,4.95,1.87,1.0
513.418,0.02,-0.08,0.03,17.72,4.37,0.95,1.0
513.525,0.02,-0.1,0.02,14.26,3.78,1.35,1.0
513.628,0.02,-0.1,0.02,10.02,3.05,2.32,1.0
513.734,0.02,-0.1,0.02,3.14,1.87,2.33,1.0
513.837,0.02,-0.08,0.02,-4.46,0.49,0.55,1.0
513.943,0.02,-0.05,0.02,-12.44,-1.16,-2.5,1.0
514.046,0.01,-0.01,0.03,-18.9,-2.77,-5.08,1.0
514.155,0.0,0.02,0.03,-22.66,-3.96,-6.14,1.0
514.258,-0.01,0.07,0.03,-23.34,-4.61,-5.24,1.0
514.362,-0.02,0.1,0.03,-21.45,-4.52,-3.67,1.0
514.464,-0.02,0.12,0.02,-18.62,-4.13,-2.61,1.0
514.572,-0.03,0.14,0.02,-15.42,-3.56,-2.74,1.0
514.674,-0.03,0.15,0.01,-11.55,-2.68,-3.48,1.0
514.781,-0.03,0.14,0.01,-5.4,-1.05,-3.8,1.0
514.883,-0.03,0.13,0.01,1.35,0.86,-2.47,1.0
514.993,-0.02,0.1,0.02,8.85,2.87,0.09,1.0
515.092,-0.01,0.07,0.02,15.45,4.43,2.64,1.0
515.207,0.0,0.02,0.03,20.35,5.32,4.11,1.0
515.302,0.01,-0.02,0.03,21.48,5.33,3.63,1.0
515.408,0.01,-0.05,0.03,20.3,4.91,2.33,1.0
515.510,0.02,-0.07,0.03,17.82,4.4,1.25,1.0
515.617,0.02,-0.09,0.02,14.16,3.74,1.28,1.0
515.720,0.02,-0.1,0.02,10.3,3.06,1.94,1.0
515.827,0.02,-0.1,0.02,5.3,2.16,2.23,1.0
515.929,0.02,-0.08,0.02,-1.1,0.95,1.06,1.0
516.035,0.02,-0.05,0.02,-9.83,-0.85,-1.79,1.0
516.137,0.01,-0.02,0.02,-16.04,-2.32,-4.11,1.0
516.245,0.0,0.01,0.02,-20.09,-3.49,-5.32,1.0
516.347,-0.01,0.05,0.03,-21.62,-4.16,-5.17,1.0
516.455,-0.01,0.08,0.02,-20.5,-4.24,-3.83,1.0
516.558,-0.02,0.1,0.02,-18.18,-3.94,-2.83,1.0
516.665,-0.03,0.12,0.02,-15.3,-3.46,-2.74,1.0
516.770,-0.03,0.13,0.01,-11.78,-2.68,-3.19,1.0
516.875,-0.03,0.13,0.01,-6.22,-1.23,-3.56,1.0
516.987,-0.03,0.12,0.01,-0.23,0.47,-2.51,1.0
517.084,-0.02,0.09,0.01,6.6,2.35,-0.43,1.0
517.186,-0.01,0.06,0.02,12.83,3.88,1.85,1.0
517.294,0.0,0.02,0.02,17.28,4.77,3.25,1.0
517.395,0.01,-0.02,0.03,19.56,5.03,3.29,1.0
517.502,0.01,-0.04,0.03,19.04,4.76,2.34,1.0
517.604,0.02,-0.07,0.03,17.11,4.3,1.37,1.0
517.712,0.02,-0.08,0.02,14.52,3.82,1.18,1.0
517.814,0.02,-0.09,0.02,11.26,3.21,1.55,1.0
517.921,0.02,-0.09,0.02,6.0,2.2,1.96,1.0
518.023,0.02,-0.08,0.01,0.36,1.09,1.1,1.0
518.129,0.02,-0.06,0.01,-6.27,-0.27,-0.74,1.0
518.231,0.01,-0.03,0.02,-12.46,-1.69,-2.98,1.0
518.339,0.0,0.0,0.02,-17.72,-3.05,-4.61,1.0
518.442,0.0,0.04,0.02,-19.69,-3.77,-4.74,1.0
518.549,-0.01,0.06,0.02,-19.52,-3.98,-3.93,1.0
518.652,-0.02,0.09,0.02,-17.87,-3.82,-3.01,1.0
518.760,-0.02,0.1,0.01,-14.99,-3.34,-2.67,1.0
518.887,-0.02,0.11,0.01,-11.86,-2.65,-3.0,1.0
518.969,-0.03,0.11,0.01,-7.78,-1.58,-3.33,1.0
519.071,-0.02,0.11,0.01,-2.64,-0.15,-2.75,1.0
519.180,-0.02,0.08,0.01,4.76,1.91,-0.81,1.0
519.283,-0.01,0.05,0.01,10.63,3.4,1.24,1.0
519.387,0.0,0.02,0.02,15.09,4.33,2.63,1.0
519.490,0.0,-0.01,0.02,17.54,4.71,3.0,1.0
519.597,0.01,-0.04,0.02,17.79,4.59,2.24,1.0
519.699,0.02,-0.06,0.02,16.37,4.22,1.44,1.0
519.806,0.02,-0.07,0.02,14.16,3.76,1.16,1.0
519.908,0.02,-0.08,0.02,11.3,3.19,1.4,1.0
520.015,0.02,-0.08,0.01,6.64,2.24,1.71,1.0
520.121,0.02,-0.07,0.01,1.6,1.22,1.11,1.0
520.224,0.02,-0.05,0.01,-4.45,-0.03,-0.38,1.0
520.326,0.01,-0.03,0.01,-10.33,-1.35,-2.38,1.0
520.433,0.0,0.0,0.02,-14.89,-2.49,-3.82,1.0
520.535,0.0,0.03,0.02,-17.87,-3.4,-4.33,1.0
520.645,-0.01,0.05,0.02,-18.23,-3.7,-3.79,1.0
520.744,-0.01,0.08,0.02,-17.06,-3.63,-3.02,1.0
520.851,-0.02,0.09,0.01,-15.08,-3.29,-2.63,1.0
520.954,-0.02,0.1,0.01,-12.45,-2.72,-2.77,1.0
521.061,-0.02,0.1,0.01,-8.15,-1.61,-3.08,1.0
521.165,-0.02,0.1,0.01,-3.53,-0.33,-2.69,1.0
521.271,-0.02,0.08,0.01,2.06,1.21,-1.42,1.0
521.374,-0.01,0.05,0.01,7.74,2.69,0.4,1.0
521.480,0.0,0.02,0.02,13.18,3.95,2.08,1.0
521.583,0.0,0.0,0.02,15.81,4.42,2.56,1.0
521.690,0.01,-0.03,0.02,16.59,4.46,2.17,1.0
521.791,0.01,-0.05,0.02,15.87,4.21,1.53,1.0
521.899,0.02,-0.07,0.02,13.79,3.7,1.1,1.0
522.002,0.02,-0.08,0.02,11.27,3.14,1.28,1.0
522.111,0.02,-0.08,0.01,7.9,2.41,1.53,1.0
522.211,0.02,-0.07,0.01,3.51,1.51,1.3,1.0
522.317,0.01,-0.05,0.01,-3.03,0.14,-0.17,1.0
522.420,0.01,-0.03,0.01,-8.6,-1.09,-1.97,1.0
522.528,0.0,-0.01,0.02,-13.1,-2.19,-3.37,1.0
522.629,0.0,0.02,0.02,-15.92,-2.99,-3.96,1.0
522.736,-0.01,0.05,0.02,-16.97,-3.46,-3.57,1.0
522.839,-0.01,0.07,0.02,-16.19,-3.42,-2.93,1.0
522.946,-0.02,0.08,0.01,-14.55,-3.13,-2.53,1.0
523.048,-0.02,0.09,0.01,-12.29,-2.62,-2.66,1.0
523.156,-0.02,0.09,0.01,-8.49,-1.63,-2.93,1.0
523.259,-0.02,0.09,0.01,-4.31,-0.47,-2.71,1.0
523.365,-0.01,0.07,0.01,0.82,0.94,-1.6,1.0
523.467,-0.01,0.05,0.01,6.21,2.35,0.08,1.0
523.576,0.0,0.02,0.01,11.55,3.61,1.75,1.0
523.676,0.0,-0.01,0.02,14.32,4.14,2.31,1.0
523.783,0.01,-0.03,0.02,15.43,4.26,2.08,1.0
523.885,0.01,-0.05,0.02,15.04,4.09,1.51,1.0
523.993,0.02,-0.06,0.02,13.66,3.72,1.07,1.0
524.098,0.02,-0.07,0.02,11.13,3.11,1.16,1.0
524.213,0.02,-0.08,0.01,8.11,2.43,1.37,1.0
524.304,0.02,-0.07,0.01,4.14,1.57,1.28,1.0
524.409,0.02,-0.06,0.01,-0.73,0.53,0.27,1.0
524.511,0.01,-0.04,0.01,-6.06,-0.62,-1.25,1.0
524.619,0.01,-0.01,0.01,-11.5,-1.92,-2.96,1.0
524.721,0.0,0.01,0.02,-14.44,-2.7,-3.63,1.0
524.829,0.0,0.03,0.02,-15.77,-3.16,-3.53,1.0
524.931,-0.01,0.05,0.01,-15.58,-3.25,-2.99,1.0
525.040,-0.01,0.07,0.01,-14.03,-2.98,-2.47,1.0
525.142,-0.02,0.07,0.01,-12.03,-2.52,-2.53,1.0
525.251,-0.02,0.08,0.01,-9.29,-1.82,-2.72,1.0
525.351,-0.02,0.07,0.01,-5.69,-0.83,-2.7,1.0
525.459,-0.01,0.06,0.01,-0.25,0.69,-1.71,1.0
525.562,-0.01,0.04,0.01,4.77,2.01,-0.31,1.0
525.671,0.0,0.02,0.01,9.21,3.09,1.12,1.0
525.770,0.0,0.0,0.01,12.4,3.78,1.91,1.0
525.877,0.01,-0.02,0.02,14.21,4.05,1.92,1.0
525.979,0.01,-0.04,0.02,14.13,3.93,1.44,1.0
526.086,0.02,-0.05,0.02,13.04,3.62,1.04,1.0
526.189,0.02,-0.06,0.02,11.27,3.17,1.01,1.0
526.295,0.02,-0.06,0.01,8.18,2.43,1.22,1.0
526.398,0.02,-0.06,0.01,4.63,1.62,1.2,1.0
526.504,0.01,-0.05,0.01,0.2,0.66,0.38,1.0
526.607,0.01,-0.03,0.01,-4.79,-0.42,-0.97,1.0
526.715,0.0,-0.01,0.01,-10.06,-1.65,-2.63,1.0
526.816,0.0,0.01,0.01,-13.06,-2.41,-3.33,1.0
526.925,0.0,0.03,0.01,-14.56,-2.89,-3.35,1.0
